Satellite,Path,Rows,Year,JulianDay,GroundStation,Version,StDev,Mean,Median,Min,Max,Range,Sum,Variance,NumPixels,PctCloud
7,34,38,2000,9,EDC,0,174.5467532,1551.924688,1541.5,918,2436,1518,8963917,30466.56905,5776,0
7,35,38,2000,16,EDC,1,168.4184527,1526.780125,1516,1077,2291,1214,8818682,28364.7752,5776,0
7,34,38,2000,25,EDC,0,160.5576782,1510.01714,1490,1044,2295,1251,8721859,25778.76802,5776,0
7,35,38,2000,32,EDC,0,157.3888757,1540.444425,1522,1135,2289,1154,8897607,24771.25821,5776,0
7,34,38,2000,41,EDC,0,142.3175438,1454.996884,1439,1049,2229,1180,8404062,20254.28328,5776,0
7,35,38,2000,48,EDC,0,138.2084126,1448.3866,1433,1063,2141,1078,8365881,19101.56532,5776,0
7,34,38,2000,57,EDC,0,135.8610242,1394.536357,1379,1021,2112,1091,8054842,18458.2179,5776,0
7,35,38,2000,64,EDC,0,133.4320568,1436.164301,1422,1035,2168,1133,8295285,17804.11378,5776,0
7,34,38,2000,73,EDC,0,NA,NA,NA,Inf,#NAME?,#NAME?,0,NA,5776,100
7,35,38,2000,80,EDC,0,119.9453158,1396.204294,1381.5,1075,2039,964,8064476,14386.87878,5776,0
7,34,38,2000,89,SGS,0,119.3524147,1277.61115,1262,963,1994,1031,7379482,14244.9989,5776,0
7,35,38,2000,96,EDC,0,113.4366806,1344.115478,1328,1040,1952,912,7763611,12867.88052,5776,0
7,34,38,2000,105,EDC,1,106.7248786,1302.158241,1288,1008,1800,792,7521266,11390.19972,5776,0
7,35,38,2000,112,EDC,0,NA,NA,NA,Inf,#NAME?,#NAME?,0,NA,5776,100
7,34,38,2000,121,EDC,0,101.5007302,1248.782895,1235,983,1800,817,7212970,10302.39823,5776,0
7,35,38,2000,128,EDC,0,100.4835834,1300.860976,1287,991,1889,898,7513773,10096.95054,5776,0
7,34,38,2000,137,EDC,0,89.55277892,1288.089508,1276,1027,1848,821,7440005,8019.700212,5776,0
7,35,38,2000,144,EDC,0,100.5241565,1296.443213,1283,1048,1971,923,7488256,10105.10604,5776,0
7,34,38,2000,153,EDC,0,NA,NA,NA,Inf,#NAME?,#NAME?,0,NA,5776,100
7,35,38,2000,160,EDC,0,106.3842649,1252.3634,1237,979,2007,1028,7233651,11317.61181,5776,0
7,34,38,2000,169,EDC,0,NA,NA,NA,Inf,#NAME?,#NAME?,0,NA,5776,100
7,35,38,2000,176,EDC,0,156.6796908,1292.308773,1288,579,2409,1830,6436990,24548.52552,5776,13.76385042
7,34,38,2000,185,EDC,0,218.6053049,1473.03428,1445,978,2727,1749,8508246,47788.27934,5776,0
7,35,38,2000,192,EDC,0,216.6140318,1737.773546,1722,1214,3005,1791,10037380,46921.63875,5776,0
7,34,38,2000,201,EDC,0,226.1635447,1804.588123,1766,1266,3131,1865,10423301,51149.94894,5776,0
7,35,38,2000,208,EDC,0,226.0371448,1774.867209,1733,1283,3281,1998,10251633,51092.79085,5776,0
7,34,38,2000,217,EDC,0,197.0031144,1656.312673,1622,1250,2712,1462,9566862,38810.22707,5776,0
7,35,38,2000,224,EDC,0,168.5650139,1507.85516,1479,1147,2227,1080,1738557,28414.1639,5776,80.03808864
7,34,38,2000,233,EDC,0,238.4998502,1510.222472,1464,974,2889,1915,8723045,56882.17855,5776,0
7,35,38,2000,240,EDC,0,260.7441588,1640.997403,1599,1126,3001,1875,9478401,67987.51636,5776,0
7,34,38,2000,249,EDC,0,248.6783306,1610.90651,1578,1031,3145,2114,9304596,61840.91212,5776,0
7,35,38,2000,256,AGS,0,241.4650122,1666.682133,1623,1178,3517,2339,9626756,58305.3521,5776,0
7,34,38,2000,265,EDC,1,NA,NA,NA,Inf,#NAME?,#NAME?,0,NA,5776,100
7,35,38,2000,272,EDC,0,205.3879274,1454.97455,1417,953,3017,2064,8403933,42184.20074,5776,0
7,34,38,2000,281,EDC,0,135.4770348,1258.744264,1249,848,1874,1026,2249376,18354.02695,5776,69.06163435
7,35,38,2000,288,EDC,0,99.74184305,1318.074468,1315,1115,1653,538,123899,9948.435255,5776,98.37257618
7,34,38,2000,297,EDC,0,251.2432157,1619.671053,1576,767,2958,2191,9355220,63123.15342,5776,0
7,35,38,2000,304,EDC,0,253.5465806,1652.554536,1615,986,3073,2087,9545155,64285.86854,5776,0
7,34,38,2000,313,EDC,0,304.6410127,1760.568948,1748,892,3166,2274,10137356,92806.14663,5776,0.311634349
7,35,38,2000,320,EDC,0,NA,NA,NA,Inf,#NAME?,#NAME?,0,NA,5776,100
7,34,38,2000,329,EDC,0,468.477809,1903.511253,1852,958,3492,2534,10994681,219471.4575,5776,0
7,35,38,2000,336,EDC,0,492.3166274,1798.612731,1650,983,3486,2503,6725013,242375.6616,5776,35.2666205
7,34,38,2000,345,EDC,0,NA,NA,NA,Inf,#NAME?,#NAME?,0,NA,5776,100
7,35,38,2000,352,EDC,0,788.0294679,2495.327735,2449,934,4466,3532,14413013,620990.4424,5776,0
7,34,38,2000,361,EDC,0,NA,NA,NA,Inf,#NAME?,#NAME?,0,NA,5776,100
7,35,38,2001,2,EDC,0,889.3069616,2778.989366,2796,1180,4932,3752,15417833,790866.8719,5776,3.947368421
7,34,38,2001,11,EDC,0,998.5769505,3209.313712,3261,1256,5482,4226,18536996,997155.9262,5776,0
7,35,38,2001,18,EDC,0,NA,NA,NA,Inf,#NAME?,#NAME?,0,NA,5776,100
7,34,38,2001,27,EDC,0,NA,NA,NA,Inf,#NAME?,#NAME?,0,NA,5776,100
7,35,38,2001,34,EDC,0,889.3359743,3205.859938,3268.5,1255,5470,4215,18517047,790918.4751,5776,0
7,34,38,2001,43,EDC,0,816.1422463,3383.257271,3461.5,1468,5442,3974,19541694,666088.1662,5776,0
7,35,38,2001,50,EDC,0,752.4129943,3446.304017,3530,1489,5506,4017,19905852,566125.314,5776,0
7,34,38,2001,59,EDC,1,664.0959973,3432.046399,3477,1608,5143,3535,19823500,441023.4936,5776,0
7,35,38,2001,66,EDC,0,377.2739206,3897.212934,3940,2356,4965,2609,7412499,142335.6111,5776,67.07063712
7,34,38,2001,75,EDC,0,NA,NA,NA,Inf,#NAME?,#NAME?,0,NA,5776,100
7,35,38,2001,82,EDC,0,349.2215559,3062.168456,3037,1974,4992,3018,17687085,121955.6951,5776,0
7,34,38,2001,91,EDC,0,236.473519,2506.24117,2489.5,1833,3938,2105,14476049,55919.7252,5776,0
7,35,38,2001,98,EDC,0,259.4879957,2556.172611,2537,1714,4274,2560,14764453,67334.0199,5776,0
7,34,38,2001,107,EDC,0,176.7625302,2187.437327,2187,1555,3241,1686,12634638,31244.99209,5776,0
7,35,38,2001,114,EDC,0,179.3275347,2100.696849,2103,1483,3049,1566,12133625,32158.36471,5776,0
7,34,38,2001,123,EDC,0,143.3878745,1879.353878,1876,1421,2653,1232,10855148,20560.08254,5776,0
7,35,38,2001,130,EDC,0,145.9403757,1823.119114,1817,1376,2590,1214,10530336,21298.59326,5776,0
7,34,38,2001,139,EDC,0,227.5333896,2273.800727,2287,1593,3394,1801,13133473,51771.4434,5776,0
7,35,38,2001,146,EDC,0,181.7441607,1825.51714,1812,1275,2964,1689,10544187,33030.93997,5776,0
7,34,38,2001,155,EDC,0,196.0325318,1784.879155,1763,1237,2905,1668,10309462,38428.75353,5776,0
7,35,38,2001,162,EDC,0,NA,NA,NA,Inf,#NAME?,#NAME?,0,NA,5776,100
7,34,38,2001,171,EDC,0,212.374747,1786.051939,1765,1179,3219,2040,10316236,45103.03315,5776,0
7,35,38,2001,178,EDC,0,248.2091759,1897.827043,1879.5,1170,3198,2028,10961849,61607.79502,5776,0
7,34,38,2001,187,EDC,0,NA,NA,NA,Inf,#NAME?,#NAME?,0,NA,5776,100
7,35,38,2001,194,EDC,0,285.1273324,1906.195637,1857,1237,3558,2321,11010186,81297.59566,5776,0
7,34,38,2001,203,EDC,0,373.3656182,2051.188366,1984,1358,4188,2830,11847664,139401.8849,5776,0
7,35,38,2001,210,EDC,0,NA,NA,NA,Inf,#NAME?,#NAME?,0,NA,5776,100
7,34,38,2001,219,EDC,0,285.4667626,1881.758137,1845,1344,3828,2484,10869035,81491.27257,5776,0
7,35,38,2001,226,EDC,0,NA,NA,NA,Inf,#NAME?,#NAME?,0,NA,5776,100
7,34,38,2001,235,EDC,0,376.2790003,2501.869806,2471,1546,4841,3295,14450800,141585.8861,5776,0
7,35,38,2001,242,EDC,0,351.3508822,2544.416898,2492.5,1562,4617,3055,14696552,123447.4424,5776,0
7,34,38,2001,251,EDC,0,303.0739923,2154.848165,2100,1462,4120,2658,12446403,91853.84482,5776,0
7,35,38,2001,258,EDC,0,343.5538881,2338.546311,2295,1471,4495,3024,12901760,118029.274,5776,4.484072022
7,34,38,2001,267,EDC,0,294.5975192,2245.113227,2193,1535,4028,2493,12967774,86787.69835,5776,0
7,35,38,2001,274,EDC,0,NA,NA,NA,Inf,#NAME?,#NAME?,0,NA,5776,100
7,35,38,2001,290,EDC,0,225.691787,1776.375346,1735,1200,3143,1943,10260344,50936.78273,5776,0
7,34,38,2001,299,EDC,0,196.3796148,1662.555402,1640,1209,2961,1752,9602920,38564.95312,5776,0
7,35,38,2001,306,EDC,0,217.8379035,1680.253463,1650,1165,3218,2053,9705144,47453.3522,5776,0
7,34,38,2001,315,EDC,0,216.1390688,1692.877597,1655,1180,3059,1879,9778061,46716.09705,5776,0
7,34,38,2001,331,EDC,0,182.0845693,1557.06527,1530,998,2871,1873,8993609,33154.79037,5776,0
7,35,38,2001,338,EDC,0,182.0630897,1674.71624,1656,1124,2701,1577,9673161,33146.96864,5776,0
7,34,38,2001,347,EDC,0,178.6607075,1601.270429,1597,1035,2505,1470,9248938,31919.64841,5776,0
7,35,38,2001,354,EDC,0,169.3706556,1478.185769,1451,1026,2452,1426,8538001,28686.41899,5776,0
7,34,38,2001,363,EDC,2,152.2561616,1392.451177,1380,855,2116,1261,8042798,23181.93874,5776,0
7,35,38,2002,5,EDC,0,161.6171469,1494.574446,1477,1067,2281,1214,8632662,26120.10216,5776,0
7,34,38,2002,14,EDC,0,155.7556891,1442.896641,1433,1021,2131,1110,8334171,24259.83468,5776,0
7,35,38,2002,21,EDC,0,152.2046075,1463.232514,1449,1031,2432,1401,8451631,23166.24255,5776,0
7,34,38,2002,30,EDC,0,134.0300072,1505.538608,1496,1087,2041,954,8695991,17964.04284,5776,0
7,35,38,2002,37,EDC,0,165.5263793,1514.569079,1506,953,2410,1457,8748151,27398.98224,5776,0
7,34,38,2002,46,EDC,1,104.0373328,1147.066828,1145,724,1600,876,6625458,10823.76662,5776,0
7,35,38,2002,53,EDC,0,149.3976786,1496.285145,1484,1055,2174,1119,8642543,22319.66638,5776,0
7,34,38,2002,62,EDC,0,135.7298796,1439.679363,1430,1055,2017,962,8315588,18422.6002,5776,0
7,35,38,2002,69,EDC,0,122.4820432,1494.424342,1490,1144,2049,905,8631795,15001.8509,5776,0
7,34,38,2002,78,EDC,0,117.6034065,1349.032029,1342,1006,1838,832,7792009,13830.56123,5776,0
7,35,38,2002,85,EDC,0,98.46967754,1324.50277,1317,969,1858,889,7650328,9696.277395,5776,0
7,34,38,2002,94,EDC,0,105.4649306,1271.246884,1265,966,1705,739,7342722,11122.85159,5776,0
7,35,38,2002,101,EDC,2,101.2704335,1317.425035,1310,1040,1871,831,7609447,10255.7007,5776,0
7,34,38,2002,110,EDC,0,99.15070259,1287.3009,1278,1002,1786,784,7435450,9830.861824,5776,0
7,35,38,2002,117,EDC,0,102.1927649,1312.003636,1302,1030,1864,834,7578133,10443.3612,5776,0
7,34,38,2002,126,EDC,0,96.8732474,1334.972126,1327,1023,1877,854,7710799,9384.426063,5776,0
7,35,38,2002,133,EDC,0,NA,NA,NA,Inf,#NAME?,#NAME?,0,NA,5776,100
7,34,38,2002,142,EDC,0,96.28654543,1237.703947,1228,952,1703,751,7148978,9271.098831,5776,0
7,35,38,2002,149,EDC,0,101.2289924,1422.77822,1414,1118,1991,873,8217967,10247.3089,5776,0
7,34,38,2002,158,EDC,0,101.7620435,1236.573927,1225,926,1808,882,7142451,10355.51349,5776,0
7,35,38,2002,165,EDC,0,92.73873187,1236.38383,1230,953,1808,855,7141353,8600.47239,5776,0
7,34,38,2002,174,EDC,0,97.20111704,1281.109245,1275,966,2068,1102,7399687,9448.057154,5776,0
7,35,38,2002,181,EDC,0,84.98748271,1335.811634,1332,1050,2037,987,7715648,7222.872218,5776,0
7,34,38,2002,190,EDC,0,NA,NA,NA,Inf,#NAME?,#NAME?,0,NA,5776,100
7,35,38,2002,197,EDC,0,NA,NA,NA,Inf,#NAME?,#NAME?,0,NA,5776,100
7,34,38,2002,206,EDC,0,159.0640235,1347.292244,1327,953,2851,1898,7781960,25301.36358,5776,0
7,35,38,2002,213,EDC,0,350.3564246,1979.368594,1948,1168,4245,3077,11432833,122749.6243,5776,0
7,34,38,2002,222,EDC,0,713.3378213,3536.057479,3564,1628,6002,4374,20424268,508850.8473,5776,0
7,35,38,2002,229,EDC,0,705.0797831,3827.376385,3804,1843,6607,4764,22106926,497137.5006,5776,0
7,34,38,2002,238,EDC,0,641.5214742,3472.91482,3417,1588,6699,5111,20059556,411549.8019,5776,0
7,35,38,2002,245,EDC,0,585.9990581,3264.208449,3186,1736,6621,4885,18854068,343394.8961,5776,0
7,34,38,2002,254,EDC,0,595.5439439,3502,3417,1814,6434,4620,20227552,354672.5891,5776,0
7,35,38,2002,261,EDC,0,475.4238417,2902.130631,2858.5,1533,5388,3855,11596914,226027.8292,5776,30.81717452
7,34,38,2002,270,EDC,0,NA,NA,NA,Inf,#NAME?,#NAME?,0,NA,5776,100
7,35,38,2002,277,EDC,0,454.0771945,2430.678843,2346,1429,5031,3602,14039601,206186.0986,5776,0
7,34,38,2002,286,EDC,0,NA,NA,NA,Inf,#NAME?,#NAME?,0,NA,5776,100
7,35,38,2002,293,EDC,1,398.1339084,2268.369114,2189,1427,4455,3028,13102100,158510.609,5776,0
7,34,38,2002,302,EDC,0,362.8866879,2087.086219,2017,1304,4166,2862,12055010,131686.7482,5776,0
7,35,38,2002,309,EDC,0,324.5963868,2019.760215,1960,1335,4252,2917,11666135,105362.8144,5776,0
7,34,38,2002,318,EDC,0,275.2679986,1809.40928,1759,1069,3501,2432,10451148,75772.47108,5776,0
7,35,38,2002,325,EDC,0,251.1143917,1788.695291,1763,1225,3544,2319,10331504,63058.4377,5776,0
7,34,38,2002,334,EDC,0,NA,NA,NA,Inf,#NAME?,#NAME?,0,NA,5776,100
7,35,38,2002,341,EDC,0,NA,NA,NA,Inf,#NAME?,#NAME?,0,NA,5776,100
7,34,38,2002,350,EDC,0,191.195857,1523.034972,1506,976,2429,1453,8797050,36555.85575,5776,0
7,35,38,2002,357,EDC,0,196.6375486,1645.568445,1658,1071,2513,1442,7801640,38666.32554,5776,17.91897507
7,34,38,2003,1,EDC,0,178.0881623,1510.861842,1507,958,2376,1418,8726738,31715.39355,5776,0
7,35,38,2003,8,EDC,0,213.7980544,1616.756358,1605,926,2536,1610,1970826,45709.60808,5776,78.89542936
7,34,38,2003,17,EDC,0,166.9124332,1484.002078,1471,978,2275,1297,8571596,27859.76034,5776,0
7,35,38,2003,24,EDC,0,166.4920091,1511.998096,1500,944,2397,1453,8733301,27719.58909,5776,0
7,34,38,2003,33,EDC,0,129.6250003,1505.130194,1496.5,1061,2256,1195,8693632,16802.64071,5776,0
7,35,38,2003,40,EDC,0,215.7656309,1488.85878,1498,566,2220,1654,6367849,46554.80746,5776,25.95221607
7,34,38,2003,49,EDC,0,NA,NA,NA,Inf,#NAME?,#NAME?,0,NA,5776,100
7,35,38,2003,56,EDC,0,147.2618164,1416.906856,1402,1010,2314,1304,8184054,21686.04258,5776,0
7,34,38,2003,65,EDC,0,193.1475127,1623.222299,1601.5,1102,2377,1275,9375732,37305.96166,5776,0
7,35,38,2003,72,EDC,0,129.755981,1357.755367,1347,1016,1871,855,7842395,16836.6146,5776,0
7,34,38,2003,81,EDC,0,142.299719,1572.503636,1560,1208,2265,1057,9082781,20249.21003,5776,0
7,35,38,2003,88,EDC,0,127.6777395,1349.505886,1341,993,2037,1044,7794746,16301.60516,5776,0
7,34,38,2003,97,EDC,0,117.3671014,1424.865651,1412,1048,2096,1048,8230024,13775.03649,5776,0
7,35,38,2003,104,EDC,0,NA,NA,NA,Inf,#NAME?,#NAME?,0,NA,5776,100
7,34,38,2003,113,EDC,0,110.8955294,1476.078428,1465,1126,2117,991,8525829,12297.81844,5776,0
7,35,38,2003,120,EDC,0,101.1888295,1261.518871,1248,921,1899,978,7286533,10239.17921,5776,0
7,34,38,2003,129,EDC,0,106.4304302,1427.808691,1416,1139,2041,902,8247023,11327.43647,5776,0
7,35,38,2003,136,EDC,0,112.1089605,1457.702216,1444,1158,2132,974,8419688,12568.41902,5776,0
7,34,38,2003,145,EDC,0,110.3332449,1464.513504,1447,1191,2077,886,8459030,12173.42493,5776,0
