"cast_id","cast_group","cast_date","start_moon","end_moon","lead_time","model","dataset","portalcasting_version","QAQC","notes"
2298,87,"2022-03-24",217,553,12,"pevGARCH","controls","0.26.0",TRUE,"model fit on interpolated data"
2299,87,"2022-03-24",217,553,12,"pevGARCH","exclosures","0.26.0",TRUE,"model fit on interpolated data"
2300,87,"2022-03-24",217,553,12,"pevGARCH","dm_controls","0.26.0",TRUE,"model fit on interpolated data"
2301,88,"2022-03-31",217,553,12,"AutoArima","all","0.28.0",TRUE,NA
2302,88,"2022-03-31",217,553,12,"AutoArima","controls","0.28.0",TRUE,NA
2303,88,"2022-03-31",217,553,12,"AutoArima","exclosures","0.28.0",TRUE,NA
2304,88,"2022-03-31",217,553,12,"AutoArima","dm_controls","0.28.0",TRUE,NA
2305,88,"2022-03-31",217,553,12,"ESSS","all","0.28.0",TRUE,"model fit on interpolated data"
2306,88,"2022-03-31",217,553,12,"ESSS","controls","0.28.0",TRUE,"model fit on interpolated data"
2307,88,"2022-03-31",217,553,12,"ESSS","exclosures","0.28.0",TRUE,"model fit on interpolated data"
2308,88,"2022-03-31",217,553,12,"ESSS","dm_controls","0.28.0",TRUE,"model fit on interpolated data"
2309,88,"2022-03-31",217,553,12,"jags_RW","dm_controls","0.28.0",TRUE,NA
2310,88,"2022-03-31",217,553,12,"jags_RW","all","0.28.0",TRUE,NA
2311,88,"2022-03-31",217,553,12,"jags_RW","controls","0.28.0",TRUE,NA
2312,88,"2022-03-31",217,553,12,"jags_RW","exclosures","0.28.0",TRUE,NA
2313,88,"2022-03-31",217,553,12,"jags_RW","dm_controls","0.28.0",TRUE,NA
2314,88,"2022-03-31",217,553,12,"NaiveArima","all","0.28.0",TRUE,NA
2315,88,"2022-03-31",217,553,12,"NaiveArima","controls","0.28.0",TRUE,NA
2316,88,"2022-03-31",217,553,12,"NaiveArima","exclosures","0.28.0",TRUE,NA
2317,88,"2022-03-31",217,553,12,"NaiveArima","dm_controls","0.28.0",TRUE,NA
2318,88,"2022-03-31",217,553,12,"nbGARCH","all","0.28.0",TRUE,"model fit on interpolated data"
2319,88,"2022-03-31",217,553,12,"nbGARCH","controls","0.28.0",TRUE,"model fit on interpolated data"
2320,88,"2022-03-31",217,553,12,"nbGARCH","exclosures","0.28.0",TRUE,"model fit on interpolated data"
2321,88,"2022-03-31",217,553,12,"nbGARCH","dm_controls","0.28.0",TRUE,"model fit on interpolated data"
2322,88,"2022-03-31",217,553,12,"nbsGARCH","all","0.28.0",TRUE,"model fit on interpolated data"
2323,88,"2022-03-31",217,553,12,"nbsGARCH","controls","0.28.0",TRUE,"model fit on interpolated data"
2324,88,"2022-03-31",217,553,12,"nbsGARCH","exclosures","0.28.0",TRUE,"model fit on interpolated data"
2325,88,"2022-03-31",217,553,12,"nbsGARCH","dm_controls","0.28.0",TRUE,"model fit on interpolated data"
2326,88,"2022-03-31",217,553,12,"pevGARCH","all","0.28.0",TRUE,"model fit on interpolated data"
2327,88,"2022-03-31",217,553,12,"pevGARCH","controls","0.28.0",TRUE,"model fit on interpolated data"
2328,88,"2022-03-31",217,553,12,"pevGARCH","exclosures","0.28.0",TRUE,"model fit on interpolated data"
2329,88,"2022-03-31",217,553,12,"pevGARCH","dm_controls","0.28.0",TRUE,"model fit on interpolated data"
2330,89,"2022-04-07",217,554,12,"AutoArima","all","0.32.0",TRUE,NA
2331,89,"2022-04-07",217,554,12,"AutoArima","controls","0.32.0",TRUE,NA
2332,89,"2022-04-07",217,554,12,"AutoArima","exclosures","0.32.0",TRUE,NA
2333,89,"2022-04-07",217,554,12,"AutoArima","dm_controls","0.32.0",TRUE,NA
2334,89,"2022-04-07",217,554,12,"ESSS","all","0.32.0",TRUE,"model fit on interpolated data"
2335,89,"2022-04-07",217,554,12,"ESSS","controls","0.32.0",TRUE,"model fit on interpolated data"
2336,89,"2022-04-07",217,554,12,"ESSS","exclosures","0.32.0",TRUE,"model fit on interpolated data"
2337,89,"2022-04-07",217,554,12,"ESSS","dm_controls","0.32.0",TRUE,"model fit on interpolated data"
2338,89,"2022-04-07",217,554,12,"jags_RW","dm_controls","0.32.0",TRUE,NA
2339,89,"2022-04-07",217,554,12,"jags_RW","dm_controls","0.32.0",TRUE,NA
2340,89,"2022-04-07",217,554,12,"NaiveArima","all","0.32.0",TRUE,NA
2341,89,"2022-04-07",217,554,12,"NaiveArima","controls","0.32.0",TRUE,NA
2342,89,"2022-04-07",217,554,12,"NaiveArima","exclosures","0.32.0",TRUE,NA
2343,89,"2022-04-07",217,554,12,"NaiveArima","dm_controls","0.32.0",TRUE,NA
2344,89,"2022-04-07",217,554,12,"nbGARCH","all","0.32.0",TRUE,"model fit on interpolated data"
2345,89,"2022-04-07",217,554,12,"nbGARCH","controls","0.32.0",TRUE,"model fit on interpolated data"
2346,89,"2022-04-07",217,554,12,"nbGARCH","exclosures","0.32.0",TRUE,"model fit on interpolated data"
2347,89,"2022-04-07",217,554,12,"nbGARCH","dm_controls","0.32.0",TRUE,"model fit on interpolated data"
2348,89,"2022-04-07",217,554,12,"nbsGARCH","all","0.32.0",TRUE,"model fit on interpolated data"
2349,89,"2022-04-07",217,554,12,"nbsGARCH","controls","0.32.0",TRUE,"model fit on interpolated data"
2350,89,"2022-04-07",217,554,12,"nbsGARCH","exclosures","0.32.0",TRUE,"model fit on interpolated data"
2351,89,"2022-04-07",217,554,12,"nbsGARCH","dm_controls","0.32.0",TRUE,"model fit on interpolated data"
2352,89,"2022-04-07",217,554,12,"pevGARCH","all","0.32.0",TRUE,"model fit on interpolated data"
2353,89,"2022-04-07",217,554,12,"pevGARCH","controls","0.32.0",TRUE,"model fit on interpolated data"
2354,89,"2022-04-07",217,554,12,"pevGARCH","exclosures","0.32.0",TRUE,"model fit on interpolated data"
2355,89,"2022-04-07",217,554,12,"pevGARCH","dm_controls","0.32.0",TRUE,"model fit on interpolated data"
2356,90,"2022-04-14",217,554,12,"AutoArima","all","0.35.0",TRUE,NA
2357,90,"2022-04-14",217,554,12,"AutoArima","controls","0.35.0",TRUE,NA
2358,90,"2022-04-14",217,554,12,"AutoArima","exclosures","0.35.0",TRUE,NA
2359,90,"2022-04-14",217,554,12,"AutoArima","dm_controls","0.35.0",TRUE,NA
2360,90,"2022-04-14",217,554,12,"ESSS","all","0.35.0",TRUE,"model fit on interpolated data"
2361,90,"2022-04-14",217,554,12,"ESSS","controls","0.35.0",TRUE,"model fit on interpolated data"
2362,90,"2022-04-14",217,554,12,"ESSS","exclosures","0.35.0",TRUE,"model fit on interpolated data"
2363,90,"2022-04-14",217,554,12,"ESSS","dm_controls","0.35.0",TRUE,"model fit on interpolated data"
2364,90,"2022-04-14",217,554,12,"jags_RW","dm_controls","0.35.0",TRUE,NA
2365,90,"2022-04-14",217,554,12,"jags_RW","dm_controls","0.35.0",TRUE,NA
2366,90,"2022-04-14",217,554,12,"NaiveArima","all","0.35.0",TRUE,NA
2367,90,"2022-04-14",217,554,12,"NaiveArima","controls","0.35.0",TRUE,NA
2368,90,"2022-04-14",217,554,12,"NaiveArima","exclosures","0.35.0",TRUE,NA
2369,90,"2022-04-14",217,554,12,"NaiveArima","dm_controls","0.35.0",TRUE,NA
2370,90,"2022-04-14",217,554,12,"nbGARCH","all","0.35.0",TRUE,"model fit on interpolated data"
2371,90,"2022-04-14",217,554,12,"nbGARCH","controls","0.35.0",TRUE,"model fit on interpolated data"
2372,90,"2022-04-14",217,554,12,"nbGARCH","exclosures","0.35.0",TRUE,"model fit on interpolated data"
2373,90,"2022-04-14",217,554,12,"nbGARCH","dm_controls","0.35.0",TRUE,"model fit on interpolated data"
2374,90,"2022-04-14",217,554,12,"nbsGARCH","all","0.35.0",TRUE,"model fit on interpolated data"
2375,90,"2022-04-14",217,554,12,"nbsGARCH","controls","0.35.0",TRUE,"model fit on interpolated data"
2376,90,"2022-04-14",217,554,12,"nbsGARCH","exclosures","0.35.0",TRUE,"model fit on interpolated data"
2377,90,"2022-04-14",217,554,12,"nbsGARCH","dm_controls","0.35.0",TRUE,"model fit on interpolated data"
2378,90,"2022-04-14",217,554,12,"pevGARCH","all","0.35.0",TRUE,"model fit on interpolated data"
2379,90,"2022-04-14",217,554,12,"pevGARCH","controls","0.35.0",TRUE,"model fit on interpolated data"
2380,90,"2022-04-14",217,554,12,"pevGARCH","exclosures","0.35.0",TRUE,"model fit on interpolated data"
2381,90,"2022-04-14",217,554,12,"pevGARCH","dm_controls","0.35.0",TRUE,"model fit on interpolated data"
2382,91,"2022-04-21",217,554,12,"AutoArima","all","0.35.0",TRUE,NA
2383,91,"2022-04-21",217,554,12,"AutoArima","controls","0.35.0",TRUE,NA
2384,91,"2022-04-21",217,554,12,"AutoArima","exclosures","0.35.0",TRUE,NA
2385,91,"2022-04-21",217,554,12,"AutoArima","dm_controls","0.35.0",TRUE,NA
2386,91,"2022-04-21",217,554,12,"ESSS","all","0.35.0",TRUE,"model fit on interpolated data"
2387,91,"2022-04-21",217,554,12,"ESSS","controls","0.35.0",TRUE,"model fit on interpolated data"
2388,91,"2022-04-21",217,554,12,"ESSS","exclosures","0.35.0",TRUE,"model fit on interpolated data"
2389,91,"2022-04-21",217,554,12,"ESSS","dm_controls","0.35.0",TRUE,"model fit on interpolated data"
2390,91,"2022-04-21",217,554,12,"jags_RW","dm_controls","0.35.0",TRUE,NA
2391,91,"2022-04-21",217,554,12,"jags_RW","dm_controls","0.35.0",TRUE,NA
2392,91,"2022-04-21",217,554,12,"NaiveArima","all","0.35.0",TRUE,NA
2393,91,"2022-04-21",217,554,12,"NaiveArima","controls","0.35.0",TRUE,NA
2394,91,"2022-04-21",217,554,12,"NaiveArima","exclosures","0.35.0",TRUE,NA
2395,91,"2022-04-21",217,554,12,"NaiveArima","dm_controls","0.35.0",TRUE,NA
2396,91,"2022-04-21",217,554,12,"nbGARCH","all","0.35.0",TRUE,"model fit on interpolated data"
2397,91,"2022-04-21",217,554,12,"nbGARCH","controls","0.35.0",TRUE,"model fit on interpolated data"
2398,91,"2022-04-21",217,554,12,"nbGARCH","exclosures","0.35.0",TRUE,"model fit on interpolated data"
2399,91,"2022-04-21",217,554,12,"nbGARCH","dm_controls","0.35.0",TRUE,"model fit on interpolated data"
2400,91,"2022-04-21",217,554,12,"nbsGARCH","all","0.35.0",TRUE,"model fit on interpolated data"
2401,91,"2022-04-21",217,554,12,"nbsGARCH","controls","0.35.0",TRUE,"model fit on interpolated data"
2402,91,"2022-04-21",217,554,12,"nbsGARCH","exclosures","0.35.0",TRUE,"model fit on interpolated data"
2403,91,"2022-04-21",217,554,12,"nbsGARCH","dm_controls","0.35.0",TRUE,"model fit on interpolated data"
2404,91,"2022-04-21",217,554,12,"pevGARCH","all","0.35.0",TRUE,"model fit on interpolated data"
2405,91,"2022-04-21",217,554,12,"pevGARCH","controls","0.35.0",TRUE,"model fit on interpolated data"
2406,91,"2022-04-21",217,554,12,"pevGARCH","exclosures","0.35.0",TRUE,"model fit on interpolated data"
2407,91,"2022-04-21",217,554,12,"pevGARCH","dm_controls","0.35.0",TRUE,"model fit on interpolated data"
2408,92,"2022-04-28",217,554,12,"AutoArima","all","0.37.0",TRUE,NA
2409,92,"2022-04-28",217,554,12,"AutoArima","controls","0.37.0",TRUE,NA
2410,92,"2022-04-28",217,554,12,"AutoArima","exclosures","0.37.0",TRUE,NA
2411,92,"2022-04-28",217,554,12,"AutoArima","dm_controls","0.37.0",TRUE,NA
2412,92,"2022-04-28",217,554,12,"ESSS","all","0.37.0",TRUE,"model fit on interpolated data"
2413,92,"2022-04-28",217,554,12,"ESSS","controls","0.37.0",TRUE,"model fit on interpolated data"
2414,92,"2022-04-28",217,554,12,"ESSS","exclosures","0.37.0",TRUE,"model fit on interpolated data"
2415,92,"2022-04-28",217,554,12,"ESSS","dm_controls","0.37.0",TRUE,"model fit on interpolated data"
2416,92,"2022-04-28",217,554,12,"jags_RW","dm_controls","0.37.0",TRUE,NA
2417,92,"2022-04-28",217,554,12,"jags_RW","dm_controls","0.37.0",TRUE,NA
2418,92,"2022-04-28",217,554,12,"NaiveArima","all","0.37.0",TRUE,NA
2419,92,"2022-04-28",217,554,12,"NaiveArima","controls","0.37.0",TRUE,NA
2420,92,"2022-04-28",217,554,12,"NaiveArima","exclosures","0.37.0",TRUE,NA
2421,92,"2022-04-28",217,554,12,"NaiveArima","dm_controls","0.37.0",TRUE,NA
2422,92,"2022-04-28",217,554,12,"nbGARCH","all","0.37.0",TRUE,"model fit on interpolated data"
2423,92,"2022-04-28",217,554,12,"nbGARCH","controls","0.37.0",TRUE,"model fit on interpolated data"
2424,92,"2022-04-28",217,554,12,"nbGARCH","exclosures","0.37.0",TRUE,"model fit on interpolated data"
2425,92,"2022-04-28",217,554,12,"nbGARCH","dm_controls","0.37.0",TRUE,"model fit on interpolated data"
2426,92,"2022-04-28",217,554,12,"nbsGARCH","all","0.37.0",TRUE,"model fit on interpolated data"
2427,92,"2022-04-28",217,554,12,"nbsGARCH","controls","0.37.0",TRUE,"model fit on interpolated data"
2428,92,"2022-04-28",217,554,12,"nbsGARCH","exclosures","0.37.0",TRUE,"model fit on interpolated data"
2429,92,"2022-04-28",217,554,12,"nbsGARCH","dm_controls","0.37.0",TRUE,"model fit on interpolated data"
2430,92,"2022-04-28",217,554,12,"pevGARCH","all","0.37.0",TRUE,"model fit on interpolated data"
2431,92,"2022-04-28",217,554,12,"pevGARCH","controls","0.37.0",TRUE,"model fit on interpolated data"
2432,92,"2022-04-28",217,554,12,"pevGARCH","exclosures","0.37.0",TRUE,"model fit on interpolated data"
2433,92,"2022-04-28",217,554,12,"pevGARCH","dm_controls","0.37.0",TRUE,"model fit on interpolated data"
2434,93,"2022-05-05",217,555,12,"AutoArima","all","0.37.0",TRUE,NA
2435,93,"2022-05-05",217,555,12,"AutoArima","controls","0.37.0",TRUE,NA
2436,93,"2022-05-05",217,555,12,"AutoArima","exclosures","0.37.0",TRUE,NA
2437,93,"2022-05-05",217,555,12,"AutoArima","dm_controls","0.37.0",TRUE,NA
2438,93,"2022-05-05",217,555,12,"ESSS","all","0.37.0",TRUE,"model fit on interpolated data"
2439,93,"2022-05-05",217,555,12,"ESSS","controls","0.37.0",TRUE,"model fit on interpolated data"
2440,93,"2022-05-05",217,555,12,"ESSS","exclosures","0.37.0",TRUE,"model fit on interpolated data"
2441,93,"2022-05-05",217,555,12,"ESSS","dm_controls","0.37.0",TRUE,"model fit on interpolated data"
2442,93,"2022-05-05",217,555,12,"jags_RW","dm_controls","0.37.0",TRUE,NA
2443,93,"2022-05-05",217,555,12,"jags_RW","dm_controls","0.37.0",TRUE,NA
2444,93,"2022-05-05",217,555,12,"NaiveArima","all","0.37.0",TRUE,NA
2445,93,"2022-05-05",217,555,12,"NaiveArima","controls","0.37.0",TRUE,NA
2446,93,"2022-05-05",217,555,12,"NaiveArima","exclosures","0.37.0",TRUE,NA
2447,93,"2022-05-05",217,555,12,"NaiveArima","dm_controls","0.37.0",TRUE,NA
2448,93,"2022-05-05",217,555,12,"nbGARCH","all","0.37.0",TRUE,"model fit on interpolated data"
2449,93,"2022-05-05",217,555,12,"nbGARCH","controls","0.37.0",TRUE,"model fit on interpolated data"
2450,93,"2022-05-05",217,555,12,"nbGARCH","exclosures","0.37.0",TRUE,"model fit on interpolated data"
2451,93,"2022-05-05",217,555,12,"nbGARCH","dm_controls","0.37.0",TRUE,"model fit on interpolated data"
2452,93,"2022-05-05",217,555,12,"nbsGARCH","all","0.37.0",TRUE,"model fit on interpolated data"
2453,93,"2022-05-05",217,555,12,"nbsGARCH","controls","0.37.0",TRUE,"model fit on interpolated data"
2454,93,"2022-05-05",217,555,12,"nbsGARCH","exclosures","0.37.0",TRUE,"model fit on interpolated data"
2455,93,"2022-05-05",217,555,12,"nbsGARCH","dm_controls","0.37.0",TRUE,"model fit on interpolated data"
2456,93,"2022-05-05",217,555,12,"pevGARCH","all","0.37.0",TRUE,"model fit on interpolated data"
2457,93,"2022-05-05",217,555,12,"pevGARCH","controls","0.37.0",TRUE,"model fit on interpolated data"
2458,93,"2022-05-05",217,555,12,"pevGARCH","exclosures","0.37.0",TRUE,"model fit on interpolated data"
2459,93,"2022-05-05",217,555,12,"pevGARCH","dm_controls","0.37.0",TRUE,"model fit on interpolated data"
2460,94,"2022-05-12",217,555,12,"AutoArima","all","0.39.0",TRUE,NA
2461,94,"2022-05-12",217,555,12,"AutoArima","controls","0.39.0",TRUE,NA
2462,94,"2022-05-12",217,555,12,"AutoArima","exclosures","0.39.0",TRUE,NA
2463,94,"2022-05-12",217,555,12,"AutoArima","dm_controls","0.39.0",TRUE,NA
2464,94,"2022-05-12",217,555,12,"ESSS","all","0.39.0",TRUE,"model fit on interpolated data"
2465,94,"2022-05-12",217,555,12,"ESSS","controls","0.39.0",TRUE,"model fit on interpolated data"
2466,94,"2022-05-12",217,555,12,"ESSS","exclosures","0.39.0",TRUE,"model fit on interpolated data"
2467,94,"2022-05-12",217,555,12,"ESSS","dm_controls","0.39.0",TRUE,"model fit on interpolated data"
2468,94,"2022-05-12",217,555,12,"jags_RW","dm_controls","0.39.0",TRUE,NA
2469,94,"2022-05-12",217,555,12,"jags_RW","dm_controls","0.39.0",TRUE,NA
2470,94,"2022-05-12",217,555,12,"NaiveArima","all","0.39.0",TRUE,NA
2471,94,"2022-05-12",217,555,12,"NaiveArima","controls","0.39.0",TRUE,NA
2472,94,"2022-05-12",217,555,12,"NaiveArima","exclosures","0.39.0",TRUE,NA
2473,94,"2022-05-12",217,555,12,"NaiveArima","dm_controls","0.39.0",TRUE,NA
2474,94,"2022-05-12",217,555,12,"nbGARCH","all","0.39.0",TRUE,"model fit on interpolated data"
2475,94,"2022-05-12",217,555,12,"nbGARCH","controls","0.39.0",TRUE,"model fit on interpolated data"
2476,94,"2022-05-12",217,555,12,"nbGARCH","exclosures","0.39.0",TRUE,"model fit on interpolated data"
2477,94,"2022-05-12",217,555,12,"nbGARCH","dm_controls","0.39.0",TRUE,"model fit on interpolated data"
2478,94,"2022-05-12",217,555,12,"nbsGARCH","all","0.39.0",TRUE,"model fit on interpolated data"
2479,94,"2022-05-12",217,555,12,"nbsGARCH","controls","0.39.0",TRUE,"model fit on interpolated data"
2480,94,"2022-05-12",217,555,12,"nbsGARCH","exclosures","0.39.0",TRUE,"model fit on interpolated data"
2481,94,"2022-05-12",217,555,12,"nbsGARCH","dm_controls","0.39.0",TRUE,"model fit on interpolated data"
2482,94,"2022-05-12",217,555,12,"pevGARCH","all","0.39.0",TRUE,"model fit on interpolated data"
2483,94,"2022-05-12",217,555,12,"pevGARCH","controls","0.39.0",TRUE,"model fit on interpolated data"
2484,94,"2022-05-12",217,555,12,"pevGARCH","exclosures","0.39.0",TRUE,"model fit on interpolated data"
2485,94,"2022-05-12",217,555,12,"pevGARCH","dm_controls","0.39.0",TRUE,"model fit on interpolated data"
2486,95,"2022-05-19",217,555,12,"AutoArima","all","0.40.0",TRUE,NA
2487,95,"2022-05-19",217,555,12,"AutoArima","controls","0.40.0",TRUE,NA
2488,95,"2022-05-19",217,555,12,"AutoArima","exclosures","0.40.0",TRUE,NA
2489,95,"2022-05-19",217,555,12,"AutoArima","dm_controls","0.40.0",TRUE,NA
2490,95,"2022-05-19",217,555,12,"ESSS","all","0.40.0",TRUE,"model fit on interpolated data"
2491,95,"2022-05-19",217,555,12,"ESSS","controls","0.40.0",TRUE,"model fit on interpolated data"
2492,95,"2022-05-19",217,555,12,"ESSS","exclosures","0.40.0",TRUE,"model fit on interpolated data"
2493,95,"2022-05-19",217,555,12,"ESSS","dm_controls","0.40.0",TRUE,"model fit on interpolated data"
2494,95,"2022-05-19",217,555,12,"jags_RW","dm_controls","0.40.0",TRUE,NA
2495,95,"2022-05-19",217,555,12,"jags_RW","dm_controls","0.40.0",TRUE,NA
2496,95,"2022-05-19",217,555,12,"NaiveArima","all","0.40.0",TRUE,NA
2497,95,"2022-05-19",217,555,12,"NaiveArima","controls","0.40.0",TRUE,NA
2498,95,"2022-05-19",217,555,12,"NaiveArima","exclosures","0.40.0",TRUE,NA
2499,95,"2022-05-19",217,555,12,"NaiveArima","dm_controls","0.40.0",TRUE,NA
2500,95,"2022-05-19",217,555,12,"nbGARCH","all","0.40.0",TRUE,"model fit on interpolated data"
2501,95,"2022-05-19",217,555,12,"nbGARCH","controls","0.40.0",TRUE,"model fit on interpolated data"
2502,95,"2022-05-19",217,555,12,"nbGARCH","exclosures","0.40.0",TRUE,"model fit on interpolated data"
2503,95,"2022-05-19",217,555,12,"nbGARCH","dm_controls","0.40.0",TRUE,"model fit on interpolated data"
2504,95,"2022-05-19",217,555,12,"nbsGARCH","all","0.40.0",TRUE,"model fit on interpolated data"
2505,95,"2022-05-19",217,555,12,"nbsGARCH","controls","0.40.0",TRUE,"model fit on interpolated data"
2506,95,"2022-05-19",217,555,12,"nbsGARCH","exclosures","0.40.0",TRUE,"model fit on interpolated data"
2507,95,"2022-05-19",217,555,12,"nbsGARCH","dm_controls","0.40.0",TRUE,"model fit on interpolated data"
2508,95,"2022-05-19",217,555,12,"pevGARCH","all","0.40.0",TRUE,"model fit on interpolated data"
2509,95,"2022-05-19",217,555,12,"pevGARCH","controls","0.40.0",TRUE,"model fit on interpolated data"
2510,95,"2022-05-19",217,555,12,"pevGARCH","exclosures","0.40.0",TRUE,"model fit on interpolated data"
2511,95,"2022-05-19",217,555,12,"pevGARCH","dm_controls","0.40.0",TRUE,"model fit on interpolated data"
2512,96,"2022-05-26",217,555,12,"AutoArima","all","0.40.0",TRUE,NA
2513,96,"2022-05-26",217,555,12,"AutoArima","controls","0.40.0",TRUE,NA
2514,96,"2022-05-26",217,555,12,"AutoArima","exclosures","0.40.0",TRUE,NA
2515,96,"2022-05-26",217,555,12,"AutoArima","dm_controls","0.40.0",TRUE,NA
2516,96,"2022-05-26",217,555,12,"ESSS","all","0.40.0",TRUE,"model fit on interpolated data"
2517,96,"2022-05-26",217,555,12,"ESSS","controls","0.40.0",TRUE,"model fit on interpolated data"
2518,96,"2022-05-26",217,555,12,"ESSS","exclosures","0.40.0",TRUE,"model fit on interpolated data"
2519,96,"2022-05-26",217,555,12,"ESSS","dm_controls","0.40.0",TRUE,"model fit on interpolated data"
2520,96,"2022-05-26",217,555,12,"jags_RW","dm_controls","0.40.0",TRUE,NA
2521,96,"2022-05-26",217,555,12,"jags_RW","dm_controls","0.40.0",TRUE,NA
2522,96,"2022-05-26",217,555,12,"NaiveArima","all","0.40.0",TRUE,NA
2523,96,"2022-05-26",217,555,12,"NaiveArima","controls","0.40.0",TRUE,NA
2524,96,"2022-05-26",217,555,12,"NaiveArima","exclosures","0.40.0",TRUE,NA
2525,96,"2022-05-26",217,555,12,"NaiveArima","dm_controls","0.40.0",TRUE,NA
2526,96,"2022-05-26",217,555,12,"nbGARCH","all","0.40.0",TRUE,"model fit on interpolated data"
2527,96,"2022-05-26",217,555,12,"nbGARCH","controls","0.40.0",TRUE,"model fit on interpolated data"
2528,96,"2022-05-26",217,555,12,"nbGARCH","exclosures","0.40.0",TRUE,"model fit on interpolated data"
2529,96,"2022-05-26",217,555,12,"nbGARCH","dm_controls","0.40.0",TRUE,"model fit on interpolated data"
2530,96,"2022-05-26",217,555,12,"nbsGARCH","all","0.40.0",TRUE,"model fit on interpolated data"
2531,96,"2022-05-26",217,555,12,"nbsGARCH","controls","0.40.0",TRUE,"model fit on interpolated data"
2532,96,"2022-05-26",217,555,12,"nbsGARCH","exclosures","0.40.0",TRUE,"model fit on interpolated data"
2533,96,"2022-05-26",217,555,12,"nbsGARCH","dm_controls","0.40.0",TRUE,"model fit on interpolated data"
2534,96,"2022-05-26",217,555,12,"pevGARCH","all","0.40.0",TRUE,"model fit on interpolated data"
2535,96,"2022-05-26",217,555,12,"pevGARCH","controls","0.40.0",TRUE,"model fit on interpolated data"
2536,96,"2022-05-26",217,555,12,"pevGARCH","exclosures","0.40.0",TRUE,"model fit on interpolated data"
2537,96,"2022-05-26",217,555,12,"pevGARCH","dm_controls","0.40.0",TRUE,"model fit on interpolated data"
2538,97,"2022-06-02",217,556,12,"AutoArima","all","0.43.0",TRUE,NA
2539,97,"2022-06-02",217,556,12,"AutoArima","controls","0.43.0",TRUE,NA
2540,97,"2022-06-02",217,556,12,"AutoArima","exclosures","0.43.0",TRUE,NA
2541,97,"2022-06-02",217,556,12,"AutoArima","dm_controls","0.43.0",TRUE,NA
2542,97,"2022-06-02",217,556,12,"ESSS","all","0.43.0",TRUE,NA
2543,97,"2022-06-02",217,556,12,"ESSS","controls","0.43.0",TRUE,NA
2544,97,"2022-06-02",217,556,12,"ESSS","exclosures","0.43.0",TRUE,NA
2545,97,"2022-06-02",217,556,12,"ESSS","dm_controls","0.43.0",TRUE,NA
2546,97,"2022-06-02",217,556,12,"jags_RW","dm_controls","0.43.0",TRUE,NA
2547,97,"2022-06-02",217,556,12,"jags_RW","dm_controls","0.43.0",TRUE,NA
2548,97,"2022-06-02",217,556,12,"nbGARCH","all","0.43.0",TRUE,NA
2549,97,"2022-06-02",217,556,12,"nbGARCH","controls","0.43.0",TRUE,NA
2550,97,"2022-06-02",217,556,12,"nbGARCH","exclosures","0.43.0",TRUE,NA
2551,97,"2022-06-02",217,556,12,"nbGARCH","dm_controls","0.43.0",TRUE,NA
2552,97,"2022-06-02",217,556,12,"nbsGARCH","all","0.43.0",TRUE,NA
2553,97,"2022-06-02",217,556,12,"nbsGARCH","controls","0.43.0",TRUE,NA
2554,97,"2022-06-02",217,556,12,"nbsGARCH","exclosures","0.43.0",TRUE,NA
2555,97,"2022-06-02",217,556,12,"nbsGARCH","dm_controls","0.43.0",TRUE,NA
2556,97,"2022-06-02",217,556,12,"pevGARCH","all","0.43.0",TRUE,NA
2557,97,"2022-06-02",217,556,12,"pevGARCH","controls","0.43.0",TRUE,NA
2558,97,"2022-06-02",217,556,12,"pevGARCH","exclosures","0.43.0",TRUE,NA
2559,97,"2022-06-02",217,556,12,"pevGARCH","dm_controls","0.43.0",TRUE,NA
2560,98,"2022-06-09",217,556,12,"AutoArima","all","0.43.0",TRUE,NA
2561,98,"2022-06-09",217,556,12,"AutoArima","controls","0.43.0",TRUE,NA
2562,98,"2022-06-09",217,556,12,"AutoArima","exclosures","0.43.0",TRUE,NA
2563,98,"2022-06-09",217,556,12,"AutoArima","dm_controls","0.43.0",TRUE,NA
2564,98,"2022-06-09",217,556,12,"ESSS","all","0.43.0",TRUE,NA
2565,98,"2022-06-09",217,556,12,"ESSS","controls","0.43.0",TRUE,NA
2566,98,"2022-06-09",217,556,12,"ESSS","exclosures","0.43.0",TRUE,NA
2567,98,"2022-06-09",217,556,12,"ESSS","dm_controls","0.43.0",TRUE,NA
2568,98,"2022-06-09",217,556,12,"jags_RW","dm_controls","0.43.0",TRUE,NA
2569,98,"2022-06-09",217,556,12,"jags_RW","dm_controls","0.43.0",TRUE,NA
2570,98,"2022-06-09",217,556,12,"nbGARCH","all","0.43.0",TRUE,NA
2571,98,"2022-06-09",217,556,12,"nbGARCH","controls","0.43.0",TRUE,NA
2572,98,"2022-06-09",217,556,12,"nbGARCH","exclosures","0.43.0",TRUE,NA
2573,98,"2022-06-09",217,556,12,"nbGARCH","dm_controls","0.43.0",TRUE,NA
2574,98,"2022-06-09",217,556,12,"nbsGARCH","all","0.43.0",TRUE,NA
2575,98,"2022-06-09",217,556,12,"nbsGARCH","controls","0.43.0",TRUE,NA
2576,98,"2022-06-09",217,556,12,"nbsGARCH","exclosures","0.43.0",TRUE,NA
2577,98,"2022-06-09",217,556,12,"nbsGARCH","dm_controls","0.43.0",TRUE,NA
2578,98,"2022-06-09",217,556,12,"pevGARCH","all","0.43.0",TRUE,NA
2579,98,"2022-06-09",217,556,12,"pevGARCH","controls","0.43.0",TRUE,NA
