"moon","ntraps","nplots","BA","DM","DO","DS","NA","OL","OT","PB","PE","PF","PH","PL","PM","PP","RF","RM","RO","SF","SH","SO","total"
171,196,4,2,2,0,0,0,1,0,0,0,0,0,0,0,1,0,4,0,0,0,0,10
172,196,4,2,2,0,0,0,1,3,0,1,1,0,0,0,3,0,0,0,0,0,0,13
173,196,4,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5
174,196,4,2,0,0,0,2,0,1,0,1,0,0,0,0,3,0,2,0,2,0,0,13
175,196,4,0,0,0,0,1,0,0,0,1,1,0,0,0,5,0,1,0,1,0,0,10
176,196,4,1,0,0,0,0,0,0,0,3,2,0,0,0,2,0,0,0,0,1,0,9
177,196,4,1,0,0,0,0,0,3,0,0,4,0,0,0,5,0,0,0,0,0,0,13
178,196,4,5,0,0,0,1,0,4,0,2,4,0,0,0,2,0,10,0,1,0,4,33
179,196,4,4,0,0,0,1,2,4,0,2,2,0,0,0,1,0,10,0,0,0,2,28
180,196,4,3,0,0,0,1,0,2,0,1,0,0,0,0,1,0,7,0,0,0,1,16
181,196,4,1,0,0,0,1,0,1,0,2,0,0,0,0,2,0,3,0,0,0,3,13
182,196,4,2,0,0,0,0,1,0,0,1,0,0,0,0,2,0,9,0,0,0,2,17
183,196,4,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,1,0,0,0,1,7
184,196,4,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2,5
185,196,4,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,7
186,196,4,0,0,0,0,0,1,1,0,1,1,0,0,0,6,0,2,0,0,0,0,12
187,196,4,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,2,0,0,0,0,12
188,196,4,0,0,0,0,0,1,0,0,0,1,0,0,0,8,0,1,0,0,0,0,11
189,196,4,0,0,0,0,0,1,1,0,1,1,0,0,0,3,0,1,0,0,0,0,8
190,196,4,0,0,0,0,0,0,2,0,0,3,0,0,0,1,0,3,0,0,0,1,10
191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192,196,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,4
193,196,4,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,4,0,0,0,0,7
194,196,4,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,5,0,1,0,0,11
195,196,4,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,6
196,196,4,0,0,0,0,2,0,0,0,0,2,0,0,0,4,0,1,0,0,0,1,10
197,196,4,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,6
198,196,4,0,0,0,0,1,0,0,0,1,1,0,0,0,8,0,1,0,0,0,0,12
199,196,4,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,1,0,0,0,1,12
200,196,4,0,0,0,0,0,1,1,0,0,3,0,0,0,4,0,2,0,0,0,0,11
201,196,4,0,3,0,0,1,0,0,0,0,5,0,0,0,4,0,4,0,0,0,0,17
202,196,4,0,0,0,0,2,0,0,0,0,3,0,0,0,2,0,2,0,0,0,0,9
203,196,4,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,7
204,196,4,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,5
205,196,4,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,6
206,196,4,0,0,0,0,2,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,7
207,196,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,6
208,196,4,0,0,0,0,1,0,0,0,0,5,0,0,0,2,0,3,0,0,0,0,11
209,196,4,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,9
210,196,4,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,5
211,196,4,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,2,0,0,0,0,8
212,196,4,0,0,0,0,1,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,10
213,196,4,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,1,0,0,0,0,14
214,196,4,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,1,0,0,0,0,10
215,196,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
216,196,4,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,1,0,0,0,0,6
217,196,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,4
218,196,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3
219,196,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3
220,196,4,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,5
221,196,4,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,5
222,196,4,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,0,6
223,196,4,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7
224,196,4,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,12
225,196,4,0,0,0,0,0,0,0,0,0,1,0,0,0,20,0,0,0,0,0,0,21
226,196,4,0,0,0,0,0,0,2,0,0,6,0,0,0,28,0,2,0,0,0,0,38
227,196,4,0,0,0,0,0,0,4,0,0,8,0,0,0,20,0,0,0,0,0,0,32
228,196,4,0,1,1,0,0,1,0,0,0,5,0,0,0,11,0,3,0,0,0,0,22
229,196,4,0,0,3,0,0,0,0,0,0,3,0,0,1,5,0,4,0,0,0,0,16
230,196,4,0,3,3,0,0,0,0,0,1,7,0,0,1,3,0,1,0,0,0,0,19
231,196,4,0,3,4,0,0,1,0,0,2,7,0,0,0,6,0,2,0,0,0,0,25
232,196,4,0,1,1,0,0,0,0,0,1,6,0,0,2,8,0,4,0,0,0,0,23
233,196,4,0,1,5,0,0,1,1,0,2,20,0,0,0,21,0,4,0,0,0,0,55
234,196,4,0,1,3,0,0,0,0,0,0,14,0,0,0,15,0,1,0,0,0,0,34
235,196,4,0,1,2,0,0,1,1,1,1,13,0,0,0,17,0,1,0,0,0,0,38
236,196,4,0,1,3,0,0,0,0,0,0,4,0,0,0,16,0,0,0,0,0,0,24
237,196,4,0,1,1,0,0,0,0,1,0,0,0,0,0,19,0,0,0,0,0,0,22
238,196,4,0,1,0,0,0,0,6,1,0,4,0,0,0,12,0,0,0,0,0,0,24
239,196,4,0,0,1,0,0,0,8,2,0,4,0,0,0,6,0,0,0,0,0,0,21
240,196,4,0,1,2,0,0,0,3,1,1,3,0,0,1,1,0,3,0,0,0,0,16
241,196,4,0,1,2,0,0,0,0,2,0,4,0,0,3,0,0,4,0,0,0,0,16
242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
243,196,4,0,3,5,0,0,0,2,2,0,10,0,0,2,0,0,11,0,0,0,0,35
244,196,4,0,2,3,0,0,0,3,2,2,6,0,0,2,3,0,4,0,0,0,0,27
245,196,4,0,1,3,0,0,0,2,1,1,14,1,0,6,19,1,6,0,0,0,0,55
246,196,4,0,1,4,0,0,0,4,7,0,8,0,0,7,17,0,2,0,0,0,0,50
247,196,4,0,1,3,0,0,0,5,14,0,6,0,0,8,17,0,1,0,0,0,0,55
248,196,4,0,1,2,0,0,0,3,19,1,8,0,1,6,22,0,2,0,0,0,0,65
249,196,4,0,0,2,0,1,0,2,12,0,6,0,1,3,14,0,0,0,0,0,0,41
250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,196,4,0,0,2,0,0,0,1,14,0,5,0,0,2,2,0,0,0,0,0,0,26
252,196,4,0,0,2,0,0,0,5,12,0,1,0,0,7,1,0,0,0,0,0,0,28
253,196,4,0,0,2,0,0,0,5,11,0,0,0,0,3,0,0,1,0,0,0,0,22
254,196,4,0,0,2,0,1,0,1,8,0,0,0,2,2,1,0,0,0,0,0,0,17
255,196,4,0,0,2,0,0,0,1,9,0,0,0,1,2,0,0,0,0,0,0,0,15
256,196,4,0,1,1,0,1,0,0,9,0,0,0,0,1,0,0,1,0,0,0,0,14
257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,196,4,0,0,0,0,1,0,0,4,1,0,0,1,0,6,0,0,0,0,0,0,13
259,196,4,0,0,0,0,0,0,5,9,0,0,0,0,4,6,0,0,0,0,0,0,24
260,196,4,0,1,0,0,1,0,2,17,0,4,0,0,1,6,0,0,0,0,0,0,32
261,196,4,0,0,0,0,1,0,0,21,0,2,0,0,2,6,0,1,0,0,0,0,33
262,196,4,0,0,0,0,0,0,1,22,0,0,0,0,2,10,0,0,0,0,0,0,35
263,196,4,0,0,0,0,1,0,0,23,0,0,0,0,0,8,0,0,0,0,0,0,32
264,196,4,0,0,0,0,0,0,4,18,0,0,0,0,1,3,0,0,0,0,0,0,26
265,196,4,0,2,0,0,0,0,4,19,0,0,0,0,0,0,0,0,0,0,0,0,25
266,196,4,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,14
267,196,4,0,0,0,0,0,0,1,14,0,0,0,0,1,0,0,3,0,0,0,0,19
268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,196,4,0,4,0,0,0,0,1,13,0,0,0,0,2,0,0,0,0,0,0,0,20
270,196,4,0,2,1,0,0,0,1,23,0,0,0,0,1,1,0,1,0,0,0,0,30
271,196,4,0,1,0,0,0,0,1,14,0,0,0,0,1,10,0,2,0,0,0,0,29
272,196,4,0,1,0,0,0,0,0,24,0,0,0,0,0,2,0,0,0,0,0,0,27
273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,196,4,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,9
276,196,4,0,0,0,0,0,0,1,7,0,0,0,0,0,4,0,0,0,0,0,0,12
277,196,4,0,0,0,0,0,0,2,13,0,0,0,0,0,8,0,0,0,0,0,0,23
278,196,4,0,0,0,0,0,0,2,14,0,0,0,0,0,6,0,0,0,0,1,0,23
279,196,4,0,0,0,0,0,0,2,9,0,0,0,0,0,6,0,0,0,0,0,0,17
280,196,4,0,0,0,0,0,0,1,11,0,0,0,0,0,4,0,0,0,0,0,0,16
281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
283,196,4,0,0,0,0,0,0,1,15,0,0,0,0,0,4,0,0,0,0,0,0,20
284,196,4,0,0,0,0,0,0,2,22,0,0,0,0,0,11,0,0,0,0,0,0,35
285,196,4,0,0,0,0,0,0,1,19,0,0,0,0,0,13,0,0,0,0,1,0,34
286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
287,196,4,0,0,0,0,0,0,3,15,0,0,0,0,0,12,0,0,0,0,0,0,30
288,196,4,0,0,0,0,0,0,3,14,0,0,0,0,0,3,0,0,0,0,0,0,20
289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290,196,4,0,0,0,0,0,0,2,13,2,0,0,0,0,1,0,0,0,0,0,0,18
291,196,4,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,14
292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
294,196,4,0,0,0,0,0,0,1,8,0,0,0,0,0,2,0,0,0,0,0,0,11
295,196,4,0,0,0,0,0,0,1,9,0,1,0,0,0,4,0,0,0,0,0,0,15
296,196,4,0,0,0,0,0,0,2,7,0,1,0,0,0,2,0,0,0,0,0,0,12
297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299,196,4,0,0,0,0,0,0,1,25,0,2,0,0,0,11,0,0,0,0,0,0,39
300,196,4,0,0,1,0,0,0,7,32,0,0,0,0,0,10,0,0,0,0,0,0,50
301,196,4,0,0,1,0,0,0,9,22,1,1,0,0,0,7,0,0,0,0,0,0,41
302,196,4,0,2,1,0,0,0,6,25,2,1,0,0,0,2,0,0,0,0,0,0,39
