"moon","ntraps","nplots","BA","DM","DO","DS","NA","OL","OT","PB","PE","PF","PH","PL","PM","PP","RF","RM","RO","SF","SH","SO","total"
128,196,4,0,9,2,2,1,1,0,0,4,1,0,0,0,0,0,1,0,0,2,0,23
129,196,4,0,12,3,1,2,5,1,0,7,1,0,0,1,0,0,5,0,0,0,0,38
130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,196,4,0,11,3,1,1,0,1,0,2,0,0,0,1,0,0,3,0,0,1,0,24
132,196,4,0,13,2,1,1,1,2,0,2,0,0,0,0,0,0,2,0,0,1,0,25
133,196,4,0,15,4,1,1,2,0,0,1,0,0,0,0,1,0,4,0,0,0,0,29
134,196,4,0,6,4,1,2,4,2,0,0,1,0,0,0,1,0,1,0,0,1,0,23
135,196,4,0,11,3,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,21
136,196,4,0,10,3,2,2,4,0,0,1,0,0,0,0,1,0,0,0,0,1,0,24
137,196,4,0,10,2,2,3,0,3,0,1,0,0,0,0,1,0,0,0,0,1,0,23
138,196,4,0,10,4,2,1,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,22
139,196,4,0,9,1,0,2,0,1,0,1,0,0,0,0,2,0,0,0,0,1,0,17
140,196,4,0,14,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18
141,196,4,0,14,1,1,1,1,2,0,3,0,1,0,0,0,0,2,0,0,2,0,28
142,196,4,0,14,2,1,0,1,2,0,4,0,0,0,0,0,1,5,0,0,1,0,31
143,196,4,0,12,1,1,1,3,0,0,4,0,0,0,0,0,0,3,0,0,3,0,28
144,196,4,0,16,1,0,0,2,0,0,5,0,0,0,0,0,0,9,0,0,2,0,35
145,196,4,0,9,1,1,1,1,0,0,2,0,0,0,2,0,0,6,0,0,2,0,25
146,196,4,0,9,2,1,2,0,1,0,2,0,0,0,0,1,0,4,0,0,1,0,23
147,196,4,0,10,2,0,3,1,1,0,1,0,0,0,0,0,0,2,0,0,1,0,21
148,196,4,0,12,2,0,1,0,0,0,1,0,0,0,0,0,0,5,0,0,1,0,22
149,196,4,0,9,2,0,3,0,2,0,0,0,0,0,0,1,0,2,0,0,1,0,20
150,196,4,0,17,2,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,23
151,196,4,0,8,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14
152,196,4,0,11,4,1,1,0,2,0,1,1,0,0,0,0,0,1,0,0,1,0,23
153,196,4,0,13,5,1,1,0,1,0,2,1,0,0,0,0,0,4,0,1,0,0,29
154,196,4,0,17,6,1,1,0,0,0,3,0,0,0,0,0,0,7,0,1,0,0,36
155,196,4,0,15,6,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,26
156,196,4,0,16,5,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,24
157,196,4,0,20,6,1,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,32
158,196,4,0,19,7,1,1,1,1,0,2,0,0,0,0,0,0,2,0,0,0,0,34
159,196,4,0,20,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,32
160,196,4,0,17,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
161,196,4,0,19,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
162,196,4,0,17,4,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,25
163,196,4,0,17,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24
164,196,4,0,14,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
165,196,4,0,23,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
166,196,4,0,20,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24
167,196,4,0,25,3,0,1,6,2,0,0,0,0,0,0,0,0,1,0,0,0,0,38
168,196,4,0,21,3,0,1,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,32
169,196,4,0,22,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
170,196,4,0,23,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28
171,196,4,0,13,5,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21
172,196,4,0,12,3,0,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,20
173,196,4,0,13,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
174,196,4,0,12,3,0,1,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,21
175,196,4,0,15,1,0,0,0,1,0,0,1,0,0,0,2,0,1,0,0,0,0,21
176,196,4,0,13,1,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,18
177,196,4,0,12,2,0,0,0,2,0,2,3,0,0,0,1,0,2,0,0,0,0,24
178,196,4,0,16,2,0,0,0,4,0,1,2,0,0,0,0,0,5,0,0,0,0,30
179,196,4,0,15,5,0,0,0,4,0,0,1,0,0,0,0,0,2,0,0,0,0,27
180,196,4,0,12,2,0,0,1,3,0,0,0,0,0,0,0,0,2,0,0,0,0,20
181,196,4,0,14,2,0,0,0,3,0,1,0,0,0,0,0,0,2,0,0,0,0,22
182,196,4,0,16,1,0,0,1,0,0,3,0,0,0,0,0,0,3,0,0,0,0,24
183,196,4,0,21,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,26
184,196,4,0,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
185,196,4,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
186,196,4,0,15,0,1,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,22
187,196,4,0,10,2,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,16
188,196,4,0,10,1,1,0,1,2,0,0,1,0,0,0,7,0,0,0,0,0,0,23
189,196,4,0,14,1,1,0,0,0,0,0,3,0,0,0,8,0,1,0,0,0,1,29
190,196,4,0,16,1,1,0,1,0,0,0,3,0,0,0,1,0,2,0,0,0,0,25
191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192,196,4,0,12,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
193,196,4,0,11,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
194,196,4,0,10,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13
195,196,4,0,23,0,1,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,28
196,196,4,0,8,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,15
197,196,4,0,10,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,15
198,196,4,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,13
199,196,4,0,9,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,14
200,196,4,0,12,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,17
201,196,4,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,9
202,196,4,0,12,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,14
203,196,4,0,11,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13
204,196,4,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11
205,196,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
206,196,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18
207,196,4,0,17,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19
208,196,4,0,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20
209,196,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
210,196,4,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11
211,196,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
212,196,4,0,8,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11
213,196,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
214,196,4,0,13,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,17
215,196,4,0,11,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,13
216,196,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
217,196,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
218,196,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
219,196,4,0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,15
220,196,4,0,19,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,21
221,196,4,0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18
222,196,4,0,22,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24
223,196,4,0,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20
224,196,4,0,23,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,27
225,196,4,0,17,0,0,0,2,1,0,0,2,0,0,0,5,0,0,0,0,0,0,27
226,196,4,0,19,1,0,0,0,2,0,0,8,0,0,0,8,0,0,0,0,0,0,38
227,196,4,0,20,0,0,0,0,1,0,0,11,0,0,0,5,0,1,0,0,0,0,38
228,196,4,0,21,0,0,0,0,1,0,0,6,0,0,0,1,0,1,0,0,0,0,30
229,196,4,0,16,0,0,0,0,4,0,0,5,0,0,0,1,0,1,0,0,0,0,27
230,196,4,0,23,1,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,30
231,196,4,0,19,1,0,0,0,0,0,0,7,0,0,1,1,0,0,0,0,0,0,29
232,196,4,0,10,2,0,0,0,1,0,0,1,0,0,1,3,0,1,0,0,0,0,19
233,196,4,0,25,5,0,0,0,0,0,0,8,0,0,2,2,0,5,0,0,0,0,47
234,196,4,0,13,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,15
235,196,4,0,18,3,0,0,1,0,0,0,7,0,0,2,3,0,0,0,0,0,0,34
236,196,4,0,12,1,0,0,0,2,0,0,6,0,0,0,2,0,0,0,0,0,0,23
237,196,4,0,9,1,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,20
238,196,4,0,17,2,0,0,0,4,0,0,7,0,0,0,5,0,0,0,0,0,0,35
239,196,4,0,19,1,0,0,0,6,0,0,6,0,0,0,2,0,0,0,0,0,0,34
240,196,4,0,19,1,0,0,0,2,0,0,7,0,0,1,0,0,1,0,0,0,0,31
241,196,4,0,20,2,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,26
242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
243,196,4,0,36,5,0,0,0,6,0,0,4,0,1,2,0,0,4,0,0,0,0,58
244,196,4,0,40,3,0,0,0,4,0,0,6,0,0,2,1,0,5,0,0,0,0,61
245,196,4,0,29,3,0,0,0,8,0,0,5,0,0,3,7,0,3,0,0,0,0,58
246,196,4,0,25,4,0,0,0,7,1,1,3,0,0,2,7,0,0,0,0,0,0,50
247,196,4,0,29,2,0,1,0,5,2,0,4,0,0,3,8,0,0,0,0,0,0,54
248,196,4,0,23,5,0,0,0,6,2,0,5,0,0,5,8,0,0,0,0,0,0,54
249,196,4,0,22,2,0,2,0,3,1,0,4,0,0,0,4,0,0,0,0,0,0,38
250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,196,4,0,19,4,0,1,0,7,2,0,3,0,0,4,0,0,0,0,0,0,0,40
252,196,4,0,24,2,0,2,0,4,0,0,1,0,0,3,0,0,0,0,0,0,0,36
253,196,4,0,24,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,33
254,196,4,0,22,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,32
255,196,4,0,28,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,40
256,196,4,0,31,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,43
257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,196,4,0,20,1,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,26
259,196,4,0,31,1,0,2,0,0,0,1,0,0,0,2,4,0,0,0,0,0,0,41
260,196,4,0,16,2,0,1,0,2,0,1,0,0,0,0,7,0,0,0,0,0,0,29
261,196,4,0,16,1,0,0,0,3,2,0,0,0,0,0,6,0,0,0,0,0,0,28
262,196,4,0,14,1,0,0,0,2,1,0,1,0,0,1,8,0,0,0,0,0,0,28
263,196,4,0,16,4,0,0,0,5,1,0,0,0,0,0,8,0,0,0,0,0,0,34
264,196,4,0,17,2,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,23
265,196,4,0,21,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,25
266,196,4,0,24,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,26
267,196,4,0,23,2,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,30
268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,196,4,0,19,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,27
270,196,4,0,24,4,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,31
271,196,4,0,14,3,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,22
272,196,4,0,11,2,0,0,0,2,1,0,0,0,0,0,3,0,0,0,0,0,0,19
273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,196,4,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
276,196,4,0,7,1,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,16
277,196,4,0,14,1,0,0,0,5,0,0,0,0,0,0,11,0,0,0,0,0,0,31
278,196,4,0,5,1,0,0,0,1,1,0,0,0,0,0,9,0,0,0,0,0,0,17
279,196,4,0,9,2,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,1,0,23
280,196,4,0,7,1,0,0,0,2,7,0,0,0,0,0,7,0,0,0,0,0,0,24
281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
283,196,4,0,12,3,0,0,0,4,3,0,0,0,0,0,7,0,0,0,0,1,0,30
284,196,4,0,12,3,0,0,0,0,7,0,0,0,0,0,16,0,0,0,0,0,0,38
285,196,4,0,11,1,0,0,0,3,8,0,0,0,0,0,21,0,0,0,0,0,0,44
286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
287,196,4,0,14,0,0,0,0,6,13,0,0,0,0,0,11,0,0,0,0,0,0,44
288,196,4,0,17,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,28
289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290,196,4,0,16,0,0,0,0,6,2,0,0,0,0,0,1,0,0,0,0,0,0,25
291,196,4,0,13,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,20
292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
294,196,4,0,15,0,0,0,0,3,3,0,1,0,0,0,5,0,0,0,0,0,0,27
295,196,4,0,16,1,0,0,0,4,0,0,1,0,0,1,2,0,0,0,0,0,0,25
296,196,4,0,24,1,0,2,0,0,2,0,1,0,0,0,5,0,0,0,0,0,0,35
297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299,196,4,0,20,0,0,0,0,3,12,1,2,0,0,0,10,0,0,0,0,0,0,48
300,196,4,0,21,1,0,0,0,5,10,0,1,0,0,0,8,0,0,0,0,0,0,46
301,196,4,0,20,2,0,1,0,7,10,0,5,0,0,0,4,0,0,0,0,0,0,49
302,196,4,0,20,6,0,2,0,5,9,0,0,0,0,0,1,0,0,0,0,0,0,43
