year,month,climate_model,lead_time_months,meantemp,precipitation,issue_year,issue_month
1987,5,CFSv2,1,18.779,41.707,1987,4
1987,6,CFSv2,1,23.923,31.942,1987,5
1987,7,CFSv2,1,26.619,59.795,1987,6
1987,8,CFSv2,1,25.351,56.378,1987,7
1987,9,CFSv2,1,23.359,12.178,1987,8
1987,10,CFSv2,1,16.288,24.704,1987,9
1987,11,CFSv2,1,10.001,14.393,1987,10
1987,12,CFSv2,1,5.769,5.5011,1987,11
1988,1,CFSv2,1,5.3285,33.779,1987,12
1988,2,CFSv2,1,7.3409,9.6743,1988,1
1988,3,CFSv2,1,11.612,7.5364,1988,2
1988,4,CFSv2,1,16.919,0,1988,3
1988,5,CFSv2,1,19.727,1.8222,1988,4
1988,6,CFSv2,1,25.551,0.52154,1988,5
1988,7,CFSv2,1,26.345,54.148,1988,6
1988,8,CFSv2,1,25.888,30.387,1988,7
1988,9,CFSv2,1,23.136,17.905,1988,8
1988,10,CFSv2,1,16.696,0.046218,1988,9
1988,11,CFSv2,1,10.495,1.1733,1988,10
1988,12,CFSv2,1,7.7866,2.3424,1988,11
1989,1,CFSv2,1,6.6608,1.8412,1988,12
1989,2,CFSv2,1,9.3314,0.40619,1989,1
1989,3,CFSv2,1,11.581,6.3547,1989,2
1989,4,CFSv2,1,16.923,0.99321,1989,3
1989,5,CFSv2,1,22.375,0.15283,1989,4
1989,6,CFSv2,1,25.499,7.1449,1989,5
1989,7,CFSv2,1,25.927,51.762,1989,6
1989,8,CFSv2,1,25.477,45.403,1989,7
1989,9,CFSv2,1,23.077,15.18,1989,8
1989,10,CFSv2,1,16.668,7.554,1989,9
1989,11,CFSv2,1,11.025,3.1492,1989,10
1989,12,CFSv2,1,6.1808,45.618,1989,11
1990,1,CFSv2,1,7.283,22.56,1989,12
1990,2,CFSv2,1,9.2798,19.903,1990,1
1990,3,CFSv2,1,10.929,10.186,1990,2
1990,4,CFSv2,1,15.04,18.055,1990,3
1990,5,CFSv2,1,20.961,2.624,1990,4
1990,6,CFSv2,1,25.894,6.4287,1990,5
1990,7,CFSv2,1,26.82,66.887,1990,6
1990,8,CFSv2,1,25.444,56.286,1990,7
1990,9,CFSv2,1,23.271,41.769,1990,8
1990,10,CFSv2,1,16.436,23.751,1990,9
1990,11,CFSv2,1,10.809,14.168,1990,10
1990,12,CFSv2,1,7.7752,8.6524,1990,11
1991,1,CFSv2,1,6.9388,38.623,1990,12
1991,2,CFSv2,1,9.0056,18.413,1991,1
1991,3,CFSv2,1,11.424,15.134,1991,2
1991,4,CFSv2,1,15.169,7.0879,1991,3
1991,5,CFSv2,1,20.33,13.897,1991,4
1991,6,CFSv2,1,25.33,6.0103,1991,5
1991,7,CFSv2,1,26.841,53.869,1991,6
1991,8,CFSv2,1,25.376,47.523,1991,7
1991,9,CFSv2,1,22.076,54.446,1991,8
1991,10,CFSv2,1,16.925,22.136,1991,9
1991,11,CFSv2,1,9.713,46.318,1991,10
1991,12,CFSv2,1,7.6155,13.023,1991,11
1992,1,CFSv2,1,5.6763,67.367,1991,12
1992,2,CFSv2,1,7.277,38.067,1992,1
1992,3,CFSv2,1,10.381,25.025,1992,2
1992,4,CFSv2,1,13.365,22.812,1992,3
1992,5,CFSv2,1,18.67,13.732,1992,4
1992,6,CFSv2,1,24.901,13.924,1992,5
1992,7,CFSv2,1,25.755,117.06,1992,6
1992,8,CFSv2,1,24.468,57.236,1992,7
1992,9,CFSv2,1,21.692,25.84,1992,8
1992,10,CFSv2,1,15.499,78.528,1992,9
1992,11,CFSv2,1,9.8745,52.407,1992,10
1992,12,CFSv2,1,6.2474,69.477,1992,11
1993,1,CFSv2,1,6.8071,23.008,1992,12
1993,2,CFSv2,1,8.0805,16.863,1993,1
1993,3,CFSv2,1,10.626,16.666,1993,2
1993,4,CFSv2,1,14.347,7.6354,1993,3
1993,5,CFSv2,1,18.848,8.6545,1993,4
1993,6,CFSv2,1,23.961,31.632,1993,5
1993,7,CFSv2,1,25.607,100.93,1993,6
1993,8,CFSv2,1,24.233,53.922,1993,7
1993,9,CFSv2,1,20.887,46.554,1993,8
1993,10,CFSv2,1,16.213,49.684,1993,9
1993,11,CFSv2,1,8.9562,26.326,1993,10
1993,12,CFSv2,1,5.4745,7.2349,1993,11
1994,1,CFSv2,1,6.4314,14.453,1993,12
1994,2,CFSv2,1,8.5091,27.453,1994,1
1994,3,CFSv2,1,11.332,10.139,1994,2
1994,4,CFSv2,1,16.718,3.7233,1994,3
1994,5,CFSv2,1,20.458,0.77462,1994,4
1994,6,CFSv2,1,24.796,14.601,1994,5
1994,7,CFSv2,1,25.505,88.133,1994,6
1994,8,CFSv2,1,24.064,67.741,1994,7
1994,9,CFSv2,1,21.181,39.832,1994,8
1994,10,CFSv2,1,16.631,26.604,1994,9
1994,11,CFSv2,1,10.087,12.533,1994,10
1994,12,CFSv2,1,5.3723,30.684,1994,11
1995,1,CFSv2,1,5.7097,35.268,1994,12
1995,2,CFSv2,1,7.6709,21.846,1995,1
1995,3,CFSv2,1,11.085,10.252,1995,2
1995,4,CFSv2,1,14.819,18.308,1995,3
1995,5,CFSv2,1,20.793,0.74376,1995,4
1995,6,CFSv2,1,25.954,1.3905,1995,5
1995,7,CFSv2,1,27.919,25.989,1995,6
1995,8,CFSv2,1,26.249,26.093,1995,7
1995,9,CFSv2,1,23.86,17.979,1995,8
1995,10,CFSv2,1,17.585,5.8674,1995,9
1995,11,CFSv2,1,9.5718,35.285,1995,10
1995,12,CFSv2,1,6.8337,5.6056,1995,11
1996,1,CFSv2,1,8.6522,7.2425,1995,12
1996,2,CFSv2,1,9.7172,8.6461,1996,1
1996,3,CFSv2,1,13.459,5.4657,1996,2
1996,4,CFSv2,1,16.951,0.21023,1996,3
1996,5,CFSv2,1,20.605,0.58111,1996,4
1996,6,CFSv2,1,25.275,4.9663,1996,5
1996,7,CFSv2,1,26.571,40.798,1996,6
1996,8,CFSv2,1,25.159,53.179,1996,7
1996,9,CFSv2,1,22.451,29.254,1996,8
1996,10,CFSv2,1,16.507,36.692,1996,9
1996,11,CFSv2,1,11.157,18.88,1996,10
1996,12,CFSv2,1,6.812,21.291,1996,11
1997,1,CFSv2,1,7.0589,7.7194,1996,12
1997,2,CFSv2,1,9.4626,26.518,1997,1
1997,3,CFSv2,1,12.453,30.649,1997,2
1997,4,CFSv2,1,16.086,20.732,1997,3
1997,5,CFSv2,1,19.643,4.3868,1997,4
1997,6,CFSv2,1,24.867,25.141,1997,5
1997,7,CFSv2,1,26.572,78.701,1997,6
1997,8,CFSv2,1,25.075,64.472,1997,7
1997,9,CFSv2,1,21.826,79.202,1997,8
1997,10,CFSv2,1,16.722,63.367,1997,9
1997,11,CFSv2,1,9.7162,10.119,1997,10
1997,12,CFSv2,1,5.508,96.302,1997,11
1998,1,CFSv2,1,4.8245,93.011,1997,12
1998,2,CFSv2,1,7.102,40.812,1998,1
1998,3,CFSv2,1,10.107,23.779,1998,2
1998,4,CFSv2,1,14.076,6.3581,1998,3
1998,5,CFSv2,1,19.09,6.9715,1998,4
1998,6,CFSv2,1,24.231,10.119,1998,5
1998,7,CFSv2,1,26.358,55.761,1998,6
1998,8,CFSv2,1,25.857,49.667,1998,7
1998,9,CFSv2,1,24.811,19.784,1998,8
1998,10,CFSv2,1,18.796,6.0146,1998,9
1998,11,CFSv2,1,11.274,0.37301,1998,10
1998,12,CFSv2,1,7.6459,6.1791,1998,11
1999,1,CFSv2,1,8.3979,2.2006,1998,12
1999,2,CFSv2,1,10.719,6.7951,1999,1
1999,3,CFSv2,1,13.223,0.93437,1999,2
1999,4,CFSv2,1,18.411,0,1999,3
1999,5,CFSv2,1,23.167,1.084,1999,4
1999,6,CFSv2,1,24.928,13.759,1999,5
1999,7,CFSv2,1,26.393,64.522,1999,6
1999,8,CFSv2,1,25.97,45.762,1999,7
1999,9,CFSv2,1,23.457,11.083,1999,8
1999,10,CFSv2,1,17.323,3.2176,1999,9
1999,11,CFSv2,1,11.853,0.53681,1999,10
1999,12,CFSv2,1,7.6544,60.564,1999,11
2000,1,CFSv2,1,8.0689,7.432,1999,12
2000,2,CFSv2,1,11.176,3.5749,2e3,1
2000,3,CFSv2,1,14.214,5.7792,2e3,2
2000,4,CFSv2,1,18.144,1.8584,2e3,3
2000,5,CFSv2,1,21.883,1.6899,2e3,4
2000,6,CFSv2,1,26.853,4.0373,2e3,5
2000,7,CFSv2,1,26.097,51.279,2e3,6
2000,8,CFSv2,1,24.775,62.183,2e3,7
2000,9,CFSv2,1,22.257,40.388,2e3,8
2000,10,CFSv2,1,17.73,2.2976,2e3,9
2000,11,CFSv2,1,11.656,10.893,2e3,10
2000,12,CFSv2,1,6.4592,13.137,2e3,11
2001,1,CFSv2,1,6.4924,27.96,2e3,12
2001,2,CFSv2,1,10.149,11.66,2001,1
2001,3,CFSv2,1,11.47,20.8,2001,2
2001,4,CFSv2,1,15.986,1.4493,2001,3
2001,5,CFSv2,1,21.091,2.0019,2001,4
2001,6,CFSv2,1,26.254,22.178,2001,5
2001,7,CFSv2,1,27.021,35.954,2001,6
2001,8,CFSv2,1,25.537,57.899,2001,7
2001,9,CFSv2,1,23.783,24.762,2001,8
2001,10,CFSv2,1,18.165,6.9958,2001,9
2001,11,CFSv2,1,10.091,26.524,2001,10
2001,12,CFSv2,1,7.7313,42.592,2001,11
2002,1,CFSv2,1,7.3711,30.343,2001,12
2002,2,CFSv2,1,9.6265,8.2646,2002,1
2002,3,CFSv2,1,11.486,12.377,2002,2
2002,4,CFSv2,1,15.096,4.0438,2002,3
2002,5,CFSv2,1,21.637,4.8174,2002,4
2002,6,CFSv2,1,27.608,24.099,2002,5
2002,7,CFSv2,1,26.957,89.011,2002,6
2002,8,CFSv2,1,24.757,64.544,2002,7
2002,9,CFSv2,1,23.434,43.648,2002,8
2002,10,CFSv2,1,18.168,18.505,2002,9
2002,11,CFSv2,1,11.246,28.434,2002,10
2002,12,CFSv2,1,6.852,86.778,2002,11
2003,1,CFSv2,1,5.5375,26.097,2002,12
2003,2,CFSv2,1,8.0827,23.918,2003,1
2003,3,CFSv2,1,11.022,19.287,2003,2
2003,4,CFSv2,1,15.176,2.9456,2003,3
2003,5,CFSv2,1,21.572,1.0752,2003,4
2003,6,CFSv2,1,27.472,3.0525,2003,5
2003,7,CFSv2,1,27.377,33.082,2003,6
2003,8,CFSv2,1,26.414,48.181,2003,7
2003,9,CFSv2,1,24.143,18.369,2003,8
2003,10,CFSv2,1,18.089,10.097,2003,9
2003,11,CFSv2,1,12.018,11.714,2003,10
2003,12,CFSv2,1,6.1467,20.961,2003,11
2004,1,CFSv2,1,7.0792,47.644,2003,12
2004,2,CFSv2,1,8.5508,13.532,2004,1
2004,3,CFSv2,1,12.21,19.485,2004,2
2004,4,CFSv2,1,16.58,4.1414,2004,3
2004,5,CFSv2,1,21.877,2.7805,2004,4
2004,6,CFSv2,1,27.5,12.153,2004,5
2004,7,CFSv2,1,27.047,54.597,2004,6
2004,8,CFSv2,1,25.937,42.756,2004,7
2004,9,CFSv2,1,23.687,32.807,2004,8
2004,10,CFSv2,1,17.53,26.883,2004,9
2004,11,CFSv2,1,10.551,34.807,2004,10
2004,12,CFSv2,1,6.4757,34.327,2004,11
2005,1,CFSv2,1,5.5109,25.964,2004,12
2005,2,CFSv2,1,9.0057,27.844,2005,1
2005,3,CFSv2,1,12.353,9.1919,2005,2
2005,4,CFSv2,1,15.652,1.0786,2005,3
2005,5,CFSv2,1,20.876,0.1184,2005,4
2005,6,CFSv2,1,24.736,2.5464,2005,5
2005,7,CFSv2,1,28.04,29.814,2005,6
2005,8,CFSv2,1,26.939,26.79,2005,7
2005,9,CFSv2,1,23.362,11.117,2005,8
2005,10,CFSv2,1,17.938,11.951,2005,9
2005,11,CFSv2,1,12.363,6.8588,2005,10
2005,12,CFSv2,1,7.6981,40.279,2005,11
2006,1,CFSv2,1,8.2199,12.998,2005,12
2006,2,CFSv2,1,10.2,14.84,2006,1
2006,3,CFSv2,1,12.351,5.529,2006,2
2006,4,CFSv2,1,16.771,3.4051,2006,3
2006,5,CFSv2,1,20.57,5.3806,2006,4
2006,6,CFSv2,1,26.015,3.7905,2006,5
2006,7,CFSv2,1,27.496,40.623,2006,6
2006,8,CFSv2,1,25.145,65.016,2006,7
2006,9,CFSv2,1,23.442,26.231,2006,8
2006,10,CFSv2,1,17.413,23.216,2006,9
2006,11,CFSv2,1,10.872,19.172,2006,10
2006,12,CFSv2,1,6.103,52.912,2006,11
2007,1,CFSv2,1,6.15,23.903,2006,12
2007,2,CFSv2,1,8.3388,31.588,2007,1
2007,3,CFSv2,1,11.265,8.7632,2007,2
2007,4,CFSv2,1,15.278,3.4082,2007,3
2007,5,CFSv2,1,20.629,0.1507,2007,4
2007,6,CFSv2,1,25.3,7.2468,2007,5
2007,7,CFSv2,1,27.205,30.477,2007,6
2007,8,CFSv2,1,25.092,60.441,2007,7
2007,9,CFSv2,1,23.819,16.468,2007,8
2007,10,CFSv2,1,17.381,1.3528,2007,9
2007,11,CFSv2,1,11.306,3.4132,2007,10
2007,12,CFSv2,1,7.6737,0.78997,2007,11
2008,1,CFSv2,1,8.2995,0.77119,2007,12
2008,2,CFSv2,1,9.5699,3.8447,2008,1
2008,3,CFSv2,1,14.771,0.6443,2008,2
2008,4,CFSv2,1,17.894,0.096037,2008,3
2008,5,CFSv2,1,22.739,0.10058,2008,4
2008,6,CFSv2,1,25.88,1.73,2008,5
2008,7,CFSv2,1,26.235,65.537,2008,6
2008,8,CFSv2,1,25.415,34.73,2008,7
2008,9,CFSv2,1,21.344,27.099,2008,8
2008,10,CFSv2,1,16.762,15.639,2008,9
2008,11,CFSv2,1,11.852,13.637,2008,10
2008,12,CFSv2,1,6.9484,32.111,2008,11
2009,1,CFSv2,1,6.9561,32.126,2008,12
2009,2,CFSv2,1,9.904,18.266,2009,1
2009,3,CFSv2,1,13.596,5.2348,2009,2
2009,4,CFSv2,1,16.813,11.096,2009,3
2009,5,CFSv2,1,22.388,8.372,2009,4
2009,6,CFSv2,1,25.425,43.946,2009,5
2009,7,CFSv2,1,26.501,84.773,2009,6
2009,8,CFSv2,1,24.618,80.27,2009,7
2009,9,CFSv2,1,22.94,47.783,2009,8
2009,10,CFSv2,1,17.494,26.57,2009,9
2009,11,CFSv2,1,10.161,51.736,2009,10
2009,12,CFSv2,1,6.3598,28.434,2009,11
2010,1,CFSv2,1,6.6771,55.572,2009,12
2010,2,CFSv2,1,8.3622,38.68,2010,1
2010,3,CFSv2,1,11.019,9.7097,2010,2
2010,4,CFSv2,1,15.691,4.0878,2010,3
2010,5,CFSv2,1,19.804,9.7446,2010,4
2010,6,CFSv2,1,26.367,0.33566,2010,5
2010,7,CFSv2,1,28.399,24.32,2010,6
2010,8,CFSv2,1,27.079,29.696,2010,7
2010,9,CFSv2,1,24.515,4.7495,2010,8
2010,10,CFSv2,1,18.399,4.113,2010,9
2010,11,CFSv2,1,12.999,0.75399,2010,10
2010,12,CFSv2,1,8.6287,1.8624,2010,11
2011,1,CFSv2,1,9.2282,2.0564,2010,12
2011,2,CFSv2,1,NaN,NaN,2011,1
2011,3,CFSv2,1,NaN,NaN,2011,2
2011,4,CFSv2,1,NaN,NaN,2011,3
2011,5,CFSv2,1,NaN,NaN,2011,4
2011,6,CFSv2,1,NaN,NaN,2011,5
2011,7,CFSv2,1,NaN,NaN,2011,6
2011,8,CFSv2,1,NaN,NaN,2011,7
2011,9,CFSv2,1,22.363,8.2676,2011,8
2011,10,CFSv2,1,15.046,75.755,2011,9
2011,11,CFSv2,1,11.322,0.42081,2011,10
2011,12,CFSv2,1,8.2509,0.2959,2011,11
2012,1,CFSv2,1,7.2789,10.591,2011,12
2012,2,CFSv2,1,11.733,0.10197,2012,1
2012,3,CFSv2,1,13.197,2.5695,2012,2
2012,4,CFSv2,1,16.847,0.7299,2012,3
2012,5,CFSv2,1,20.62,6.3666,2012,4
2012,6,CFSv2,1,26.205,2.6463,2012,5
2012,7,CFSv2,1,26.616,44.335,2012,6
2012,8,CFSv2,1,24.899,67.338,2012,7
2012,9,CFSv2,1,23.186,33.976,2012,8
2012,10,CFSv2,1,16.801,12.036,2012,9
2012,11,CFSv2,1,11.566,1.658,2012,10
2012,12,CFSv2,1,8.4797,8.8904,2012,11
2013,1,CFSv2,1,8.1821,2.7902,2012,12
2013,2,CFSv2,1,9.097,8.3804,2013,1
2013,3,CFSv2,1,11.384,0.38835,2013,2
2013,4,CFSv2,1,14.639,0.11263,2013,3
2013,5,CFSv2,1,20.116,2.8356,2013,4
2013,6,CFSv2,1,24.667,11.209,2013,5
2013,7,CFSv2,1,26.679,56.497,2013,6
2013,8,CFSv2,1,25.535,76.029,2013,7
2013,9,CFSv2,1,21.954,59.852,2013,8
2013,10,CFSv2,1,16.369,11.823,2013,9
2013,11,CFSv2,1,12.65,12.521,2013,10
2013,12,CFSv2,1,7.5546,3.1883,2013,11
2014,1,CFSv2,1,8.1893,11.314,2013,12
2014,2,CFSv2,1,9.1883,22.496,2014,1
2014,3,CFSv2,1,12.761,10.523,2014,2
2014,4,CFSv2,1,15.104,12.635,2014,3
2014,5,CFSv2,1,NaN,NaN,2014,4
2014,6,CFSv2,1,25.553,1.8749,2014,5
2014,7,CFSv2,1,25.312,117.35,2014,6
2014,8,CFSv2,1,24.292,89.015,2014,7
2014,9,CFSv2,1,20.85,41.84,2014,8
2014,10,CFSv2,1,17.054,43.596,2014,9
2014,11,CFSv2,1,13.315,25.477,2014,10
2014,12,CFSv2,1,7.9547,45.852,2014,11
2015,1,CFSv2,1,8.5359,42.105,2014,12
2015,2,CFSv2,1,8.9665,32.785,2015,1
2015,3,CFSv2,1,12.518,25.329,2015,2
2015,4,CFSv2,1,13.778,36.182,2015,3
2015,5,CFSv2,1,18.805,28.398,2015,4
2015,6,CFSv2,1,23.141,63.157,2015,5
2015,7,CFSv2,1,25.211,85.84,2015,6
2015,8,CFSv2,1,24.379,100.29,2015,7
2015,9,CFSv2,1,22.454,98.154,2015,8
2015,10,CFSv2,1,15.754,120.89,2015,9
2015,11,CFSv2,1,10.822,36.06,2015,10
2015,12,CFSv2,1,6.2384,26.692,2015,11
2016,1,CFSv2,1,6.1078,38.564,2015,12
2016,2,CFSv2,1,7.5999,35.044,2016,1
2016,3,CFSv2,1,10.081,15.376,2016,2
2016,4,CFSv2,1,14.842,28.441,2016,3
2016,5,CFSv2,1,18.514,13.327,2016,4
2016,6,CFSv2,1,22.971,2.9732,2016,5
2016,7,CFSv2,1,26.662,34.973,2016,6
2016,8,CFSv2,1,26.424,53.876,2016,7
2016,9,CFSv2,1,24.727,54.862,2016,8
2016,10,CFSv2,1,19.586,7.4783,2016,9
2016,11,CFSv2,1,13.868,1.6187,2016,10
2016,12,CFSv2,1,9.0269,4.3905,2016,11
2017,1,CFSv2,1,7.5219,15.48,2016,12
2017,2,CFSv2,1,10.622,22.496,2017,1
2017,3,CFSv2,1,11.224,1.6011,2017,2
2017,4,CFSv2,1,16.181,4.8751,2017,3
2017,5,CFSv2,1,19.682,2.8356,2017,4
2017,6,CFSv2,1,23.359,3.0547,2017,5
2017,7,CFSv2,1,26.981,35.322,2017,6
2017,8,CFSv2,1,25.651,70.989,2017,7
2017,9,CFSv2,1,24.109,34.96,2017,8
2017,10,CFSv2,1,19.094,16.907,2017,9
2017,11,CFSv2,1,13.008,8.4747,2017,10
2017,12,CFSv2,1,9.0711,1.8126,2017,11
2018,1,CFSv2,1,9.6619,1.5303,2017,12
2018,2,CFSv2,1,10.535,8.417,2018,1
2018,3,CFSv2,1,11.964,10.608,2018,2
2018,4,CFSv2,1,16.039,0.78363,2018,3
2018,5,CFSv2,1,NaN,NaN,2018,4
2018,6,CFSv2,1,NaN,NaN,2018,5
2018,7,CFSv2,1,NaN,NaN,2018,6
2018,8,CFSv2,1,NaN,NaN,2018,7
2018,9,CFSv2,1,NaN,NaN,2018,8
2018,10,CFSv2,1,NaN,NaN,2018,9
2018,11,CFSv2,1,NaN,NaN,2018,10
2018,12,CFSv2,1,NaN,NaN,2018,11
1982,1,CMC1,1,NaN,NaN,1981,12
1982,2,CMC1,1,7.0955,6.2844,1982,1
1982,3,CMC1,1,10.319,36.786,1982,2
1982,4,CMC1,1,16.377,3.7361,1982,3
1982,5,CMC1,1,18.994,0.69464,1982,4
1982,6,CMC1,1,24.43,13.138,1982,5
1982,7,CMC1,1,25.861,73.92,1982,6
1982,8,CMC1,1,24.376,33.546,1982,7
1982,9,CMC1,1,21.783,19.972,1982,8
1982,10,CMC1,1,16.246,32.546,1982,9
1982,11,CMC1,1,8.4386,23.355,1982,10
1982,12,CMC1,1,4.9192,2.9262,1982,11
1983,1,CMC1,1,5.171,28.574,1982,12
1983,2,CMC1,1,7.8747,18.839,1983,1
1983,3,CMC1,1,10.937,14.635,1983,2
1983,4,CMC1,1,15.656,0.47805,1983,3
1983,5,CMC1,1,19.491,2.9876,1983,4
1983,6,CMC1,1,23.612,9.9388,1983,5
1983,7,CMC1,1,26.507,30.643,1983,6
1983,8,CMC1,1,24.857,53.735,1983,7
1983,9,CMC1,1,21.899,40.492,1983,8
1983,10,CMC1,1,16.9,13.126,1983,9
1983,11,CMC1,1,10.364,36.122,1983,10
1983,12,CMC1,1,5.8641,4.1343,1983,11
1984,1,CMC1,1,5.9021,6.9382,1983,12
1984,2,CMC1,1,8.9022,42.051,1984,1
1984,3,CMC1,1,11.025,15.013,1984,2
1984,4,CMC1,1,16.134,0,1984,3
1984,5,CMC1,1,22.027,0.37143,1984,4
1984,6,CMC1,1,24.959,37.44,1984,5
1984,7,CMC1,1,25.032,129.95,1984,6
1984,8,CMC1,1,23.429,100.5,1984,7
1984,9,CMC1,1,20.697,40.783,1984,8
1984,10,CMC1,1,15.883,21.155,1984,9
1984,11,CMC1,1,10.251,8.6406,1984,10
1984,12,CMC1,1,7.4668,20.641,1984,11
1985,1,CMC1,1,4.8907,54.063,1984,12
1985,2,CMC1,1,7.6558,20.055,1985,1
1985,3,CMC1,1,11.378,11.308,1985,2
1985,4,CMC1,1,14.972,6.6683,1985,3
1985,5,CMC1,1,19.34,9.1279,1985,4
1985,6,CMC1,1,26.491,2.9237,1985,5
1985,7,CMC1,1,25.838,43.856,1985,6
1985,8,CMC1,1,24.029,78.987,1985,7
1985,9,CMC1,1,22.144,39.802,1985,8
1985,10,CMC1,1,16.71,13.986,1985,9
1985,11,CMC1,1,10.64,9.3221,1985,10
1985,12,CMC1,1,6.9318,67.817,1985,11
1986,1,CMC1,1,6.964,24.249,1985,12
1986,2,CMC1,1,7.6834,28.291,1986,1
1986,3,CMC1,1,11.441,0.020723,1986,2
1986,4,CMC1,1,15.999,11.287,1986,3
1986,5,CMC1,1,18.653,3.0777,1986,4
1986,6,CMC1,1,24.42,2.1959,1986,5
1986,7,CMC1,1,26.115,38.591,1986,6
1986,8,CMC1,1,24.463,66.71,1986,7
1986,9,CMC1,1,20.994,41.903,1986,8
1986,10,CMC1,1,15.1,120.58,1986,9
1986,11,CMC1,1,9.231,40.774,1986,10
1986,12,CMC1,1,5.8773,16.244,1986,11
1987,1,CMC1,1,5.8328,33.757,1986,12
1987,2,CMC1,1,8.5575,27.9,1987,1
1987,3,CMC1,1,10.47,23.123,1987,2
1987,4,CMC1,1,15.658,2.1186,1987,3
1987,5,CMC1,1,19.189,0,1987,4
1987,6,CMC1,1,24.144,2.9493,1987,5
1987,7,CMC1,1,25.59,80.896,1987,6
1987,8,CMC1,1,24.267,54.535,1987,7
1987,9,CMC1,1,21.5,43.992,1987,8
1987,10,CMC1,1,15.214,81.992,1987,9
1987,11,CMC1,1,8.2213,22.928,1987,10
1987,12,CMC1,1,5.4197,12.213,1987,11
1988,1,CMC1,1,5.3302,21.938,1987,12
1988,2,CMC1,1,7.7569,10.195,1988,1
1988,3,CMC1,1,10.765,20.627,1988,2
1988,4,CMC1,1,14.453,13.496,1988,3
1988,5,CMC1,1,20.282,1.3935,1988,4
1988,6,CMC1,1,25.671,5.2974,1988,5
1988,7,CMC1,1,25.175,107.96,1988,6
1988,8,CMC1,1,25.207,55.008,1988,7
1988,9,CMC1,1,24.044,16.527,1988,8
1988,10,CMC1,1,17.209,0,1988,9
1988,11,CMC1,1,11.375,1.1108,1988,10
1988,12,CMC1,1,6.8646,12.535,1988,11
