"cast_moon","moon","mintemp","maxtemp","meantemp","precipitation","ndvi","source","date_made","date"
417,419,-2.733140866,32.62859205,18.995,27.401,0.285886353,"retroactive","2018-06-05 12:00:00 PST",NA
417,420,5.433356743,36.44421337,22.05,33.918,0.30957832,"retroactive","2018-06-05 12:00:00 PST",NA
417,421,11.83938592,41.03244525,22.931,35.349,0.323447199,"retroactive","2018-06-05 12:00:00 PST",NA
417,422,10.21582709,30.88141173,21.949,36.416,0.327034884,"retroactive","2018-06-05 12:00:00 PST",NA
417,423,6.146587778,32.04122256,20.052,35.811,0.322157329,"retroactive","2018-06-05 12:00:00 PST",NA
418,419,2.390296965,31.56157358,19.417,32.145,0.265587813,"retroactive","2018-06-05 12:00:00 PST",NA
418,420,3.038722071,33.12391682,21.467,25.685,0.29913204,"retroactive","2018-06-05 12:00:00 PST",NA
418,421,8.277082761,32.50140475,22.594,31.568,0.324717572,"retroactive","2018-06-05 12:00:00 PST",NA
418,422,12.45757213,45.58729884,21.541,33.41,0.327715968,"retroactive","2018-06-05 12:00:00 PST",NA
418,423,5.83245433,32.89001631,18.191,33.197,0.32573107,"retroactive","2018-06-05 12:00:00 PST",NA
418,424,-1.61437082,32.25711851,14.906,32.193,0.309003868,"retroactive","2018-06-05 12:00:00 PST",NA
419,420,6.566564775,35.3166923,22.168,21.572,0.319574682,"retroactive","2018-06-05 12:00:00 PST",NA
419,421,6.771372755,34.0305376,22.54,24.247,0.332829805,"retroactive","2018-06-05 12:00:00 PST",NA
419,422,5.184509354,41.45312509,21.479,28.352,0.326878633,"retroactive","2018-06-05 12:00:00 PST",NA
419,423,7.372422696,34.72253963,18.806,29.667,0.323472897,"retroactive","2018-06-05 12:00:00 PST",NA
419,424,-4.752198032,29.62239098,14.022,29.021,0.306637557,"retroactive","2018-06-05 12:00:00 PST",NA
419,425,3.058446954,30.10142728,10.335,27.874,0.29406928,"retroactive","2018-06-05 12:00:00 PST",NA
420,421,11.46939959,36.2568786,23.317,26.986,0.302888863,"retroactive","2018-06-05 12:00:00 PST",NA
420,422,5.51703803,32.38355328,21.962,23.839,0.314987646,"retroactive","2018-06-05 12:00:00 PST",NA
420,423,0.945138624,32.16044154,19.036,25.864,0.324650538,"retroactive","2018-06-05 12:00:00 PST",NA
420,424,-1.227620929,34.14940881,15.476,26.273,0.309811465,"retroactive","2018-06-05 12:00:00 PST",NA
420,425,-7.785824572,25.93723849,10.554,25.826,0.297433647,"retroactive","2018-06-05 12:00:00 PST",NA
420,426,-6.565457344,18.8476478,7.562,24.73,0.273563478,"retroactive","2018-06-05 12:00:00 PST",NA
421,422,12.36600289,26.34206604,22.619,28.865,0.271642503,"retroactive","2018-06-05 12:00:00 PST",NA
421,423,2.711564292,31.02338705,19.919,24.03,0.307322228,"retroactive","2018-06-05 12:00:00 PST",NA
421,424,-2.784884752,32.44877915,15.94,24.489,0.311433338,"retroactive","2018-06-05 12:00:00 PST",NA
421,425,1.430594622,25.78496723,12.447,24.082,0.301956238,"retroactive","2018-06-05 12:00:00 PST",NA
421,426,-1.601172553,22.97327955,8.692,24.08,0.278427342,"retroactive","2018-06-05 12:00:00 PST",NA
421,427,-13.95730983,22.07934866,7.279,23.157,0.263274369,"retroactive","2018-06-05 12:00:00 PST",NA
422,423,2.467173159,32.42553266,22.619,28.865,0.332050396,"retroactive","2018-06-05 12:00:00 PST",NA
422,424,6.990037798,28.00752535,19.919,24.03,0.321148591,"retroactive","2018-06-05 12:00:00 PST",NA
422,425,2.523137671,30.52140845,15.94,24.489,0.300965227,"retroactive","2018-06-05 12:00:00 PST",NA
422,426,0.039718169,24.39478997,12.447,24.082,0.275735096,"retroactive","2018-06-05 12:00:00 PST",NA
422,427,-6.196830333,25.09930153,8.692,24.08,0.26053215,"retroactive","2018-06-05 12:00:00 PST",NA
422,428,-10.67144321,28.97723738,7.279,23.157,0.250642268,"retroactive","2018-06-05 12:00:00 PST",NA
423,424,12.62264402,45.53889837,23.667,11.093,0.34714807,"retroactive","2018-06-05 12:00:00 PST",NA
423,425,1.323403969,31.12091438,18.072,11.777,0.311160332,"retroactive","2018-06-05 12:00:00 PST",NA
423,426,-3.179056673,24.77161579,10.894,17.766,0.274608818,"retroactive","2018-06-05 12:00:00 PST",NA
423,427,-9.698425343,19.14062992,8.328,24.316,0.257609152,"retroactive","2018-06-05 12:00:00 PST",NA
423,428,-0.054991046,21.2808643,8.156,33.782,0.247719469,"retroactive","2018-06-05 12:00:00 PST",NA
423,429,-5.719316419,16.88849623,9.857,10.088,0.254026907,"retroactive","2018-06-05 12:00:00 PST",NA
424,425,-0.373589615,17.11887615,15.05,35.505,0.327531119,"retroactive","2018-06-05 12:00:00 PST",NA
424,426,-3.174848512,28.65010751,8.192,47.906,0.280991593,"retroactive","2018-06-05 12:00:00 PST",NA
424,427,-3.437574403,19.46534152,7.459,29.981,0.256844856,"retroactive","2018-06-05 12:00:00 PST",NA
424,428,-4.532876499,28.00128741,9.12,18.262,0.245846672,"retroactive","2018-06-05 12:00:00 PST",NA
424,429,0.540929384,20.28877123,11.514,2.711,0.252177104,"retroactive","2018-06-05 12:00:00 PST",NA
424,430,2.396134598,19.88169687,14.762,0.243,0.262435521,"retroactive","2018-06-05 12:00:00 PST",NA
425,426,-4.504052893,30.38596226,12.232,2.05,0.244736039,"retroactive","2018-06-05 12:00:00 PST",NA
425,427,-5.221654149,28.21362915,7.853,14.948,0.24275685,"retroactive","2018-06-05 12:00:00 PST",NA
425,428,-0.357330373,31.19163159,8.911,27.479,0.247560854,"retroactive","2018-06-05 12:00:00 PST",NA
425,429,-2.487512107,19.42878374,10.307,15.038,0.256321115,"retroactive","2018-06-05 12:00:00 PST",NA
425,430,-1.607125189,24.12711218,13.241,2.678,0.266483718,"retroactive","2018-06-05 12:00:00 PST",NA
425,431,4.47740781,32.37787258,17.297,3.291,0.282566827,"retroactive","2018-06-05 12:00:00 PST",NA
426,427,-9.987810351,16.59414906,8.33,6.682,0.229390065,"retroactive","2018-06-05 12:00:00 PST",NA
426,428,-11.7813294,26.00887784,8.325,18.893,0.242464282,"retroactive","2018-06-05 12:00:00 PST",NA
426,429,-12.24997892,22.93767279,10.371,14.198,0.257070952,"retroactive","2018-06-05 12:00:00 PST",NA
426,430,-1.832811489,25.60490951,13.744,2.472,0.268138457,"retroactive","2018-06-05 12:00:00 PST",NA
426,431,-0.433510454,32.9651442,17.292,0.327,0.284110382,"retroactive","2018-06-05 12:00:00 PST",NA
426,432,7.674524288,37.12291004,22.317,1.464,0.298781886,"retroactive","2018-06-05 12:00:00 PST",NA
427,428,-3.514610061,19.52032183,8.172,37.362,0.224569938,"retroactive","2018-06-05 12:00:00 PST",NA
427,429,-3.623812645,30.89162192,10.006,23.815,0.250138708,"retroactive","2018-06-05 12:00:00 PST",NA
427,430,-3.463674967,20.10763705,12.229,6.893,0.269035159,"retroactive","2018-06-05 12:00:00 PST",NA
427,431,2.917928501,25.80262742,16.431,1.866,0.286228498,"retroactive","2018-06-05 12:00:00 PST",NA
427,432,7.631461957,31.43755287,21.267,2.498,0.300820744,"retroactive","2018-06-05 12:00:00 PST",NA
427,433,10.17134924,34.27688808,26.308,10.184,0.315339899,"retroactive","2018-06-05 12:00:00 PST",NA
428,429,-7.533964422,21.94850529,10.805,8.328,0.251934634,"retroactive","2018-06-05 12:00:00 PST",NA
428,430,-2.495483891,21.31783087,13.463,2.964,0.269726489,"retroactive","2018-06-05 12:00:00 PST",NA
428,431,3.311860094,29.28510292,17.385,1.303,0.28614704,"retroactive","2018-06-05 12:00:00 PST",NA
428,432,7.28395215,43.90791833,22.14,2.287,0.300606594,"retroactive","2018-06-05 12:00:00 PST",NA
428,433,20.86254756,35.01664264,26.786,9.878,0.315142787,"retroactive","2018-06-05 12:00:00 PST",NA
428,434,14.89318638,35.38987665,27.259,55.567,0.32302245,"retroactive","2018-06-05 12:00:00 PST",NA
429,430,-3.291646774,26.04006556,13.505,2.663,0.283421212,"retroactive","2018-06-05 12:00:00 PST",NA
429,431,9.699326512,31.55615745,17.974,1.237,0.291413484,"retroactive","2018-06-05 12:00:00 PST",NA
429,432,4.541155104,38.81110923,22.002,1.065,0.299940519,"retroactive","2018-06-05 12:00:00 PST",NA
429,433,10.78170864,34.47076935,27.307,10.369,0.313513447,"retroactive","2018-06-05 12:00:00 PST",NA
429,434,18.85573102,35.33552591,27.223,62.584,0.321542,"retroactive","2018-06-05 12:00:00 PST",NA
429,435,16.98548907,43.82993766,25.895,48.039,0.323756008,"retroactive","2018-06-05 12:00:00 PST",NA
430,431,4.890416599,32.02447003,17.186,8.332,0.332297896,"retroactive","2018-06-05 12:00:00 PST",NA
430,432,8.883838579,34.28747071,22.288,5.568,0.315686521,"retroactive","2018-06-05 12:00:00 PST",NA
430,433,14.12557765,31.51772825,25.783,19.957,0.311180317,"retroactive","2018-06-05 12:00:00 PST",NA
430,434,15.19485005,39.18017619,26.958,64.131,0.31643038,"retroactive","2018-06-05 12:00:00 PST",NA
430,435,17.99623515,40.29645539,26.192,44.843,0.318901927,"retroactive","2018-06-05 12:00:00 PST",NA
430,436,13.57299668,32.0939433,23.729,33.215,0.314228914,"retroactive","2018-06-05 12:00:00 PST",NA
431,432,6.562676494,28.66469188,22.057,9.042,0.298198899,"retroactive","2018-06-05 12:00:00 PST",NA
431,433,16.56170782,42.65809393,26.244,23.357,0.304448497,"retroactive","2018-06-05 12:00:00 PST",NA
431,434,16.26016642,35.33845426,26.919,73.826,0.317423257,"retroactive","2018-06-05 12:00:00 PST",NA
431,435,16.65070868,32.48943121,26.005,57.599,0.321052224,"retroactive","2018-06-05 12:00:00 PST",NA
431,436,10.53925775,38.34436879,23.942,20.832,0.316242514,"retroactive","2018-06-05 12:00:00 PST",NA
431,437,8.942624942,30.00829532,18.049,47.253,0.299931562,"retroactive","2018-06-05 12:00:00 PST",NA
432,433,9.695858215,43.45277064,27.065,4.452,0.320817339,"retroactive","2018-06-05 12:00:00 PST",NA
432,434,16.32958499,36.75270041,27.43,53.042,0.323784182,"retroactive","2018-06-05 12:00:00 PST",NA
432,435,8.919158338,38.25736524,26.265,52.347,0.320183844,"retroactive","2018-06-05 12:00:00 PST",NA
432,436,6.979265922,30.59695233,23.956,25.337,0.314289591,"retroactive","2018-06-05 12:00:00 PST",NA
432,437,6.621792686,35.50425986,17.588,31.963,0.29805095,"retroactive","2018-06-05 12:00:00 PST",NA
432,438,0.331516682,22.51814821,10.849,15.816,0.282370604,"retroactive","2018-06-05 12:00:00 PST",NA
433,434,23.3120391,37.61765232,26.772,62.485,0.314063826,"retroactive","2018-06-05 12:00:00 PST",NA
433,435,15.98486903,32.94395113,25.41,56.634,0.316399651,"retroactive","2018-06-05 12:00:00 PST",NA
433,436,14.12456044,35.57165422,23.075,21.713,0.314835182,"retroactive","2018-06-05 12:00:00 PST",NA
433,437,5.55854929,39.55935773,17.281,43.004,0.299209163,"retroactive","2018-06-05 12:00:00 PST",NA
433,438,-3.879463082,32.2034411,10.68,10.734,0.283509289,"retroactive","2018-06-05 12:00:00 PST",NA
433,439,-6.716374119,20.1426123,7.243,27.126,0.264275935,"retroactive","2018-06-05 12:00:00 PST",NA
434,435,24.51723228,37.29966031,25.931,48.703,0.280130208,"retroactive","2018-06-05 12:00:00 PST",NA
434,436,9.760515351,32.42368783,23.729,32.605,0.300850795,"retroactive","2018-06-05 12:00:00 PST",NA
434,437,5.037521697,25.78711223,17.019,21.791,0.301291916,"retroactive","2018-06-05 12:00:00 PST",NA
434,438,-6.932634443,32.30368301,9.784,9.213,0.287932414,"retroactive","2018-06-05 12:00:00 PST",NA
434,439,-4.624008773,30.59175148,6.663,36.49,0.268502211,"retroactive","2018-06-05 12:00:00 PST",NA
434,440,-10.0348779,20.09807507,6.76,29.025,0.255981382,"retroactive","2018-06-05 12:00:00 PST",NA
435,436,5.012355509,27.72310447,23.997,21.042,0.302218083,"retroactive","2018-06-05 12:00:00 PST",NA
435,437,1.630968676,31.30567735,17.771,16.143,0.301831607,"retroactive","2018-06-05 12:00:00 PST",NA
435,438,-2.719392752,28.57706478,10.978,7.714,0.287849504,"retroactive","2018-06-05 12:00:00 PST",NA
435,439,-10.56926937,20.62105965,7.029,30.154,0.268331014,"retroactive","2018-06-05 12:00:00 PST",NA
435,440,2.26643299,29.70301687,7.516,22.665,0.255799449,"retroactive","2018-06-05 12:00:00 PST",NA
435,441,2.819565774,23.71959138,8.915,17.192,0.252009151,"retroactive","2018-06-05 12:00:00 PST",NA
436,437,4.165049499,37.26498073,17.094,13.476,0.30312459,"retroactive","2018-06-05 12:00:00 PST",NA
436,438,-1.945395064,31.58006656,10.246,14.314,0.288353441,"retroactive","2018-06-05 12:00:00 PST",NA
436,439,-1.971474612,24.13843466,6.714,38.387,0.26826729,"retroactive","2018-06-05 12:00:00 PST",NA
436,440,-6.236059335,34.39559478,6.596,48.28,0.255674128,"retroactive","2018-06-05 12:00:00 PST",NA
436,441,-3.45804059,31.01285977,8.338,17.183,0.251900817,"retroactive","2018-06-05 12:00:00 PST",NA
436,442,0.771528867,25.03785244,11.453,13.895,0.259383386,"retroactive","2018-06-05 12:00:00 PST",NA
437,438,3.69550265,26.66774081,10.876,24.589,0.243503055,"retroactive","2018-06-05 12:00:00 PST",NA
437,439,-3.887511208,31.49949767,7.36,25.169,0.25090487,"retroactive","2018-06-05 12:00:00 PST",NA
437,440,-4.71171701,19.9877126,6.633,20.812,0.257968113,"retroactive","2018-06-05 12:00:00 PST",NA
437,441,-1.760194102,25.58395728,8.86,17.462,0.257276318,"retroactive","2018-06-05 12:00:00 PST",NA
437,442,-0.683280612,25.46347928,11.749,12.691,0.26454115,"retroactive","2018-06-05 12:00:00 PST",NA
437,443,6.386719579,26.9747883,16.028,4.879,0.274638962,"retroactive","2018-06-05 12:00:00 PST",NA
438,439,-9.953697474,26.18953702,7.253,34.227,0.232893037,"retroactive","2018-06-05 12:00:00 PST",NA
438,440,-0.667475706,27.88808364,7.699,33.503,0.250896719,"retroactive","2018-06-05 12:00:00 PST",NA
438,441,1.803103025,22.02868046,8.918,21.804,0.258068603,"retroactive","2018-06-05 12:00:00 PST",NA
438,442,-8.862324359,27.26051802,11.834,14.575,0.266527004,"retroactive","2018-06-05 12:00:00 PST",NA
438,443,-2.198857689,32.84304801,16.074,2.196,0.27656353,"retroactive","2018-06-05 12:00:00 PST",NA
438,444,8.279754262,32.83072966,20.977,4.642,0.293147809,"retroactive","2018-06-05 12:00:00 PST",NA
439,440,-3.570629437,25.24935853,7.894,19.052,0.232519573,"retroactive","2018-06-05 12:00:00 PST",NA
439,441,-5.526522809,36.91638391,9.448,18.014,0.250858625,"retroactive","2018-06-05 12:00:00 PST",NA
439,442,4.883462777,29.21381714,12.25,12.008,0.267395256,"retroactive","2018-06-05 12:00:00 PST",NA
439,443,1.515950317,26.92187657,16.413,4.54,0.278769485,"retroactive","2018-06-05 12:00:00 PST",NA
439,444,11.77048332,39.99539838,21.63,5.42,0.295300297,"retroactive","2018-06-05 12:00:00 PST",NA
439,445,8.821788006,30.91118624,26.081,25.304,0.308554013,"retroactive","2018-06-05 12:00:00 PST",NA
440,441,-8.439148339,17.95983097,9.079,17.367,0.23863657,"retroactive","2018-06-05 12:00:00 PST",NA
440,442,-12.97410096,21.80236452,12.088,6.001,0.26255708,"retroactive","2018-06-05 12:00:00 PST",NA
440,443,0.999599502,31.30314011,16.279,7.151,0.279279553,"retroactive","2018-06-05 12:00:00 PST",NA
440,444,8.421426811,40.8792279,22.062,4.756,0.296711575,"retroactive","2018-06-05 12:00:00 PST",NA
440,445,13.49630077,39.66328326,26.059,19.51,0.309960143,"retroactive","2018-06-05 12:00:00 PST",NA
440,446,14.63210682,32.1039614,27.613,52.267,0.321635718,"retroactive","2018-06-05 12:00:00 PST",NA
441,442,-1.556404183,21.88870997,12.226,5.839,0.237206823,"retroactive","2018-06-05 12:00:00 PST",NA
441,443,-3.394623558,29.59107998,16.238,3.643,0.263265498,"retroactive","2018-06-05 12:00:00 PST",NA
441,444,8.131163552,30.24387391,21.644,0.917,0.288104657,"retroactive","2018-06-05 12:00:00 PST",NA
441,445,15.4913561,33.76067112,27.025,3.324,0.302587481,"retroactive","2018-06-05 12:00:00 PST",NA
441,446,13.17028452,45.55629346,27.53,42.121,0.314038649,"retroactive","2018-06-05 12:00:00 PST",NA
441,447,16.08403879,38.78799469,26.13,45.807,0.31353443,"retroactive","2018-06-05 12:00:00 PST",NA
442,443,5.570743097,30.67817958,16.624,10.591,0.228598655,"retroactive","2018-06-05 12:00:00 PST",NA
442,444,5.181730937,39.6664349,21.634,2.436,0.265698736,"retroactive","2018-06-05 12:00:00 PST",NA
442,445,12.42146491,38.71422893,26.293,6.542,0.291519188,"retroactive","2018-06-05 12:00:00 PST",NA
442,446,10.78921447,31.13893847,27.256,44.313,0.303920525,"retroactive","2018-06-05 12:00:00 PST",NA
442,447,19.11235765,30.90464142,26.089,51.28,0.302131399,"retroactive","2018-06-05 12:00:00 PST",NA
442,448,14.30731295,40.61055324,24.051,19.1,0.293227723,"retroactive","2018-06-05 12:00:00 PST",NA
443,444,0.302700144,34.23145586,21.371,4.546,0.245090551,"retroactive","2018-06-05 12:00:00 PST",NA
443,445,4.224360072,41.82364229,26.175,5.931,0.280895929,"retroactive","2018-06-05 12:00:00 PST",NA
443,446,9.326799266,44.0423128,27.69,40.412,0.301600238,"retroactive","2018-06-05 12:00:00 PST",NA
443,447,14.11118941,40.62961559,25.766,58.006,0.300982368,"retroactive","2018-06-05 12:00:00 PST",NA
443,448,14.93403601,31.25048886,24.176,17.815,0.29070933,"retroactive","2018-06-05 12:00:00 PST",NA
443,449,-4.583043706,27.63104678,18.556,9.549,0.272386031,"retroactive","2018-06-05 12:00:00 PST",NA
444,445,11.44712182,37.21858497,26.523,5.993,0.308193173,"retroactive","2018-06-05 12:00:00 PST",NA
444,446,14.2752743,43.75935773,27.052,60.743,0.316534753,"retroactive","2018-06-05 12:00:00 PST",NA
444,447,12.93421829,37.14108981,26.01,52.068,0.305691541,"retroactive","2018-06-05 12:00:00 PST",NA
444,448,14.50621242,32.18917593,23.548,34.464,0.294149033,"retroactive","2018-06-05 12:00:00 PST",NA
444,449,13.56393098,30.84359942,18.115,15.562,0.277023256,"retroactive","2018-06-05 12:00:00 PST",NA
