time,latitude[unit="degrees_north"],longitude[unit="degrees_east"],tasmax[unit="F"]
2023-10-14T00:00:00Z,31.9555,-109.0744,71.44645690917969
2023-10-15T00:00:00Z,31.9555,-109.0744,68.56644439697266
2023-10-16T00:00:00Z,31.9555,-109.0744,68.56644439697266
2023-10-17T00:00:00Z,31.9555,-109.0744,72.16644287109375
2023-10-18T00:00:00Z,31.9555,-109.0744,70.00642395019531
2023-10-19T00:00:00Z,31.9555,-109.0744,72.16644287109375
2023-10-20T00:00:00Z,31.9555,-109.0744,74.14645385742188
2023-10-21T00:00:00Z,31.9555,-109.0744,77.7464599609375
2023-10-22T00:00:00Z,31.9555,-109.0744,78.64645385742188
2023-10-23T00:00:00Z,31.9555,-109.0744,77.0264663696289
2023-10-24T00:00:00Z,31.9555,-109.0744,80.62646484375
2023-10-25T00:00:00Z,31.9555,-109.0744,74.86643981933594
2023-10-26T00:00:00Z,31.9555,-109.0744,68.7464599609375
2023-10-27T00:00:00Z,31.9555,-109.0744,64.6064224243164
2023-10-28T00:00:00Z,31.9555,-109.0744,61.00642395019531
2023-10-29T00:00:00Z,31.9555,-109.0744,68.38642883300781
2023-10-30T00:00:00Z,31.9555,-109.0744,76.84645080566406
2023-10-31T00:00:00Z,31.9555,-109.0744,76.48725891113281
2023-11-01T00:00:00Z,31.9555,-109.0744,73.96720886230469
2023-11-02T00:00:00Z,31.9555,-109.0744,66.22723388671875
2023-11-03T00:00:00Z,31.9555,-109.0744,64.60724639892578
2023-11-04T00:00:00Z,31.9555,-109.0744,69.10724639892578
2023-11-05T00:00:00Z,31.9555,-109.0744,72.52723693847656
2023-11-06T00:00:00Z,31.9555,-109.0744,71.8072509765625
2023-11-07T00:00:00Z,31.9555,-109.0744,72.88725280761719
2023-11-08T00:00:00Z,31.9555,-109.0744,77.38725280761719
2023-11-09T00:00:00Z,31.9555,-109.0744,79.54722595214844
2023-11-10T00:00:00Z,31.9555,-109.0744,73.96720886230469
2023-11-11T00:00:00Z,31.9555,-109.0744,69.64722442626953
2023-11-12T00:00:00Z,31.9555,-109.0744,66.40724182128906
2023-11-13T00:00:00Z,31.9555,-109.0744,70.00724792480469
2023-11-14T00:00:00Z,31.9555,-109.0744,65.50724792480469
2023-11-15T00:00:00Z,31.9555,-109.0744,65.86721801757812
2023-11-16T00:00:00Z,31.9555,-109.0744,61.00724792480469
2023-11-17T00:00:00Z,31.9555,-109.0744,63.707244873046875
2023-11-18T00:00:00Z,31.9555,-109.0744,69.64722442626953
2023-11-19T00:00:00Z,31.9555,-109.0744,72.88725280761719
2023-11-20T00:00:00Z,31.9555,-109.0744,71.8072509765625
2023-11-21T00:00:00Z,31.9555,-109.0744,63.347225189208984
2023-11-22T00:00:00Z,31.9555,-109.0744,54.707244873046875
2023-11-23T00:00:00Z,31.9555,-109.0744,62.447227478027344
2023-11-24T00:00:00Z,31.9555,-109.0744,62.2672119140625
2023-11-25T00:00:00Z,31.9555,-109.0744,60.28725814819336
2023-11-26T00:00:00Z,31.9555,-109.0744,56.32723617553711
2023-11-27T00:00:00Z,31.9555,-109.0744,56.32723617553711
2023-11-28T00:00:00Z,31.9555,-109.0744,65.687255859375
2023-11-29T00:00:00Z,31.9555,-109.0744,72.1672134399414
