year,month,CFSv2_1,CMC1_1,CMC2_1,GFDL_1,NASA_GEOS5v2_1,NCAR_1,GFDL-FLOR_1,ENSMEAN_1,CFSv2_2,CMC1_2,CMC2_2,GFDL_2,NASA_GEOS5v2_2,NCAR_2,GFDL-FLOR_2,ENSMEAN_2,CFSv2_3,CMC1_3,CMC2_3,GFDL_3,NASA_GEOS5v2_3,NCAR_3,GFDL-FLOR_3,ENSMEAN_3,CFSv2_4,CMC1_4,CMC2_4,GFDL_4,NASA_GEOS5v2_4,NCAR_4,GFDL-FLOR_4,ENSMEAN_4,CFSv2_5,CMC1_5,CMC2_5,GFDL_5,NASA_GEOS5v2_5,NCAR_5,GFDL-FLOR_5,ENSMEAN_5,CFSv2_6,CMC1_6,CMC2_6,GFDL_6,NASA_GEOS5v2_6,NCAR_6,GFDL-FLOR_6,ENSMEAN_6,CFSv2_7,CMC1_7,CMC2_7,GFDL_7,NASA_GEOS5v2_7,NCAR_7,GFDL-FLOR_7,ENSMEAN_7
1982,11,8.7807,8.4386,8.2221,8.287,8.2243,8.7155,8.2464,8.4164,9.4759,8.6458,8.2224,8.5581,9.6026,8.4445,8.8087,8.8226,10.075,9.3414,8.2224,9.4544,8.6947,8.6798,8.2817,8.9642,8.3349,8.2841,8.2222,8.2348,9.4299,10.215,8.612,8.7618,9.3622,8.5222,8.2222,9.3034,10.138,8.4286,8.2237,8.8857,10.057,9.6908,8.2226,8.2221,9.7209,8.791,8.2233,8.9896,11.732,9.5625,9.3903,8.8328,8.2555,8.8124,9.2916,9.411
1982,12,5.4266,4.9192,4.9195,6.0254,4.9535,5.4218,4.9208,5.2267,4.9189,6.3497,4.9194,5.3781,4.9333,4.9188,4.922,5.1915,4.9213,6.1138,4.9209,6.0414,5.2963,4.9184,4.9204,5.3047,5.904,6.1136,4.9181,6.1784,5.3521,4.9188,4.9212,5.4723,6.1922,6.9202,4.9196,5.4643,5.6792,4.9182,4.9252,5.5742,4.9362,5.289,4.9209,5.229,4.9942,4.9189,4.9588,5.0353,5.0917,5.7383,5.2264,5.2849,5.7097,4.9193,5.2633,5.3191
1983,1,4.6987,5.171,4.6982,4.8963,5.0152,5.0344,4.6997,4.8876,4.6986,4.7173,4.6995,6.4513,5.052,5.1006,4.7051,5.0606,4.6986,6.977,4.7006,5.7006,4.8695,4.7053,4.9784,5.2329,4.6974,5.0644,4.6993,5.0325,4.8123,4.6983,4.9007,4.8435,5.134,6.275,5.1337,6.3833,4.7257,4.6976,4.8254,5.3107,5.7532,5.4996,4.6996,5.1061,5.2317,4.8055,4.9635,5.1513,4.8054,5.2375,4.6993,4.9847,4.7303,4.6984,4.7005,4.8366
1983,2,6.9458,7.8747,6.9394,7.1069,6.9393,7.6426,6.942,7.1987,6.9155,8.0634,6.9152,7.0876,7.2532,7.3052,6.9166,7.2081,6.942,7.4335,6.9185,6.9201,6.9161,6.9156,6.9165,6.9946,6.9155,7.6067,7.1522,6.9155,6.9708,7.0156,6.9458,7.0746,6.9481,7.301,6.9161,6.9219,6.9377,6.944,7.2422,7.0301,7.6122,7.4469,7.1943,6.9156,6.9167,6.9484,6.9476,7.1402,8.3321,6.9158,6.9158,7.0352,7.3562,7.0468,6.963,7.2236
1983,3,9.6695,10.937,10.161,10.071,9.67,9.6732,9.6721,9.9792,9.6694,10.698,9.6736,10.522,9.9904,10.493,9.6722,10.103,9.7598,9.6333,9.6326,9.6585,9.6332,9.6319,9.6347,9.6549,9.7792,11.607,9.6333,10.012,10.642,9.6318,9.6336,10.134,9.766,10.457,9.6418,9.7351,10.456,9.6329,9.6348,9.9034,9.7975,9.6331,9.6332,9.6321,10.395,9.6739,9.6473,9.7732,10.414,10.434,9.6333,9.8527,10.34,10.045,9.6347,10.05
1983,4,13.498,15.656,14.396,13.52,13.809,13.512,13.535,13.99,13.499,14.923,14.724,13.52,13.514,13.499,13.685,13.909,13.498,15.12,13.787,13.787,13.504,13.938,13.501,13.876,12.813,14.402,12.925,11.671,11.671,13.839,11.674,12.714,11.677,15.692,11.672,11.671,14.431,13.595,11.674,12.916,11.671,14.994,13.045,11.671,13.985,13.162,12.888,13.059,11.675,14.552,11.672,11.673,11.682,11.691,11.675,12.089
1983,5,18.497,19.491,18.683,18.562,18.497,18.495,18.496,18.674,18.63,18.692,18.74,18.604,18.496,18.493,18.559,18.602,18.494,19.022,18.495,18.493,18.495,18.661,18.495,18.593,18.494,20.211,18.554,18.522,18.795,18.493,18.496,18.795,18.54,20.09,18.547,18.5,18.486,18.486,18.488,18.734,18.619,21.116,18.621,18.486,19.255,18.551,18.488,19.02,18.489,19.293,18.487,18.486,18.72,18.486,18.512,18.639
1983,6,23.88,23.612,23.8,23.863,23.982,23.531,23.441,23.73,23.653,24.294,23.044,23.044,23.077,23.05,23.045,23.315,23.394,24.589,23.589,23.524,24.103,23.909,23.666,23.825,23.469,23.814,23.042,23.042,23.576,23.583,23.046,23.368,23.042,24.406,23.412,23.443,23.774,23.642,23.045,23.538,23.649,23.813,23.037,23.209,23.36,23.812,23.01,23.413,23.009,25.136,23.008,23.287,23.009,23.13,23.01,23.37
1983,7,26.223,26.507,25.054,25.486,26.409,26.2,26.36,26.034,26.007,26.387,26.357,25.371,27.381,25.256,26.059,26.117,25.484,26.54,25.474,25.133,26.664,25.855,26.363,25.931,25.709,26.555,25.048,25.461,27.623,25.475,26.643,26.073,26.471,26.295,25.022,25.151,25.725,25.352,26.233,25.75,25.553,26.488,25.227,25.022,25.93,25.896,26.356,25.782,26.162,27.512,25.016,25.013,26.438,25.207,25.453,25.829
1983,8,24.364,24.857,24.924,24.842,25.762,24.326,24.576,24.807,23.432,24.72,23.687,24.919,25.332,24.85,24.916,24.551,24.597,26.159,25.19,24.919,24.988,23.958,24.487,24.9,25.039,25.351,24.818,25.372,25.717,25.423,25.085,25.258,25.057,25.206,24.002,24.747,25.48,23.826,24.882,24.743,25.213,24.999,24.254,24.925,25.675,24.894,24.764,24.96,25.715,24.297,24.332,23.46,24.449,24.355,25.216,24.546
1983,9,21.39,21.899,20.654,22.786,21.18,20.647,22.199,21.536,21.488,23.028,20.788,20.967,23.301,21.723,23.345,22.092,20.876,21.255,20.945,22.887,22.034,20.967,20.916,21.412,22.189,23.121,20.66,21.192,22.817,20.649,20.927,21.651,21.876,22.742,21.036,21.432,22.105,20.95,22.411,21.793,22.213,21.137,20.915,22.318,21.908,20.762,20.808,21.437,22.197,22.243,21.259,20.972,22.961,21.533,21.403,21.795
1983,10,16.443,16.9,16.414,15.943,16.528,16.476,15.052,16.251,15.732,16.174,16.465,16.149,16.602,15.051,16.836,16.144,16.048,16.199,16.117,15.818,16.34,15.529,16.271,16.046,15.093,17.09,16.188,16.609,16.531,16.144,15.83,16.212,15.73,16.748,16.091,15.87,17.565,16.386,15.871,16.323,15.951,17.351,16.357,16.355,16.715,17.048,15.967,16.535,17.038,16.382,15.992,16.002,16.799,16.426,16.125,16.395
1983,11,10.341,10.364,9.8484,8.2643,9.6818,11.104,9.6663,9.8956,10.192,10.991,9.1256,10.33,10.25,8.9604,8.3432,9.7418,9.5454,10.981,10.578,9.5193,8.8007,9.384,10.996,9.972,8.5364,10.339,10.99,9.4993,9.298,9.1488,10.457,9.7527,9.837,12.09,9.5641,8.8582,10.522,9.8428,9.9021,10.088,8.7255,10.846,9.6746,9.8488,11.621,10.318,10.147,10.169,9.2091,11.411,10.245,10.078,10.68,11.513,9.723,10.408
1983,12,6.5859,5.8641,5.5993,5.3331,6.6114,6.3377,6.6002,6.1331,5.6914,8.0541,5.7966,6.7608,7.925,7.4114,5.3977,6.7196,5.8399,6.3844,5.7575,6.4003,6.1971,5.7726,6.577,6.1327,5.8168,6.9157,6.4969,6.7957,4.8574,5.3969,6.5254,6.115,5.2746,6.0163,6.0396,7.1341,6.718,6.3115,6.263,6.251,5.3146,8.9612,5.8774,4.9213,5.8095,7.0374,6.0039,6.2751,5.6608,7.5962,7.0763,4.8564,8.3532,7.0299,5.573,6.5922
1984,1,6.9551,5.9021,6.1796,5.8794,6.8663,5.0689,5.9836,6.1193,6.7354,5.1584,6.9053,4.9317,6.9875,5.0619,5.9116,5.9559,5.6773,6.6966,7.7491,7.9556,7.7785,7.9625,5.9375,7.1082,5.4469,7.5126,5.8192,7.9665,8.3274,6.383,5.6536,6.7299,4.8393,6.7442,5.7731,5.59,6.2471,4.9407,6.1846,5.7599,5.5317,5.6232,7.4903,6.0761,5.5867,5.4413,5.6864,5.9194,5.0379,6.6674,6.0807,6.438,4.9666,7.077,6.1136,6.0545
1984,2,9.1932,8.9022,9.0921,7.5682,9.3765,8.4677,8.2365,8.6909,8.8191,9.8061,9.2343,8.2949,8.9671,8.6913,8.1024,8.845,7.9396,7.401,8.5111,9.0636,8.4062,11.022,8.5169,8.6943,8.6563,9.1612,9.4765,7.3976,9.6681,10.659,9.1459,9.1664,9.571,6.9513,9.4445,9.3149,9.8598,7.9789,8.8225,8.849,8.6367,9.2205,8.6864,9.7492,8.9026,7.5099,7.7924,8.6425,8.2279,7.8882,9.9506,7.91,8.2512,7.3001,9.2022,8.39
1984,3,11.705,11.025,11.976,11.524,10.79,11.826,12.148,11.571,12.007,10.874,11.48,10.885,12.139,11.311,10.754,11.35,11.857,13.52,10.787,11.975,12.032,10.842,11.701,11.816,12.432,11.185,10.892,11.907,12.067,12.653,12.435,11.939,11.063,11.71,12.08,11.225,11.722,11.358,12.014,11.596,12.227,10.359,12.115,11.825,11.584,11.185,11.672,11.567,12.446,11.844,11.619,11.61,11.555,10.202,10.422,11.385
1984,4,15.201,16.134,16.216,15.66,14.819,16.172,15.93,15.733,16.226,15.148,15.54,16.5,13.246,16.005,15.875,15.506,15.748,16.16,15.124,16.189,15.312,15.797,16.072,15.772,16.28,14.777,16.149,16.19,14.819,14.682,16.798,15.671,16.076,15.363,15.843,15.803,13.856,16.457,16.035,15.633,17.102,14.817,16.401,16.478,14.887,15.426,15.187,15.757,17.346,16.816,15.275,16.396,15.84,14.503,15.17,15.907
1984,5,19.864,22.027,20.263,20.07,19.466,19.659,20.006,20.194,20.168,20.321,19.929,19.1,19.491,20.473,19.365,19.835,20.067,19.69,19.063,19.715,19,20.919,19.664,19.731,19.658,20.249,18.794,20.828,18.769,20.246,20.327,19.839,20.994,19.285,19.776,20.803,18.918,20.067,20.364,20.029,21.01,20.024,19.702,19.822,19.138,19.953,21.715,20.195,21.352,20.639,21.357,18.963,19.103,21.232,20.282,20.418
1984,6,23.996,24.959,23.978,24.013,24.384,23.947,25.448,24.389,24.305,25.913,24.593,24.052,24.463,25.307,25.06,24.813,24.787,24.628,24.428,24.382,24.561,24.736,25.099,24.66,24.071,23.956,24.711,24.643,24.758,25.537,24.611,24.612,25.138,23.85,24.711,24.719,24.426,25.16,25.636,24.806,24.75,25.403,24.308,25.479,23.044,24.666,25.83,24.783,24.576,23.78,24.415,24.017,23.982,25.474,26.105,24.621
1984,7,25.032,25.032,25.153,25.221,25.241,25.04,25.933,25.236,25.255,25.044,25.403,26.335,25.343,25.947,26.16,25.641,25.189,25.624,25.323,26.183,25.505,25.428,26.157,25.63,25.604,26.14,26.12,25.424,25.456,25.228,26.543,25.788,25.502,25.985,26.388,26.383,25.672,25.558,26.457,25.992,25.282,25.818,26.267,26.117,25.201,26.323,26.858,25.981,25.681,26.485,25.569,26.585,25.303,25.308,26.928,25.98
1984,8,23.429,23.429,24.08,23.432,23.429,24.204,24.266,23.753,24.288,23.782,24.443,23.435,24.185,24.096,23.435,23.952,23.865,23.429,24.313,24.624,24.617,25.154,24.828,24.404,24.016,24.057,24.263,24.567,24.362,24.344,24.829,24.348,24.176,25.16,23.77,24.301,23.997,23.883,25.317,24.372,23.721,24.552,23.447,24.575,24.406,23.802,24.909,24.202,23.96,24.876,24.29,23.73,24.101,24.929,23.433,24.188
1984,9,20.702,20.697,21.033,21.385,20.697,21,20.968,20.926,20.697,21.309,20.941,20.696,20.829,20.773,22.276,21.074,21.135,22.244,21.464,21.026,20.942,22.049,21.48,21.477,21.251,22.265,22.63,20.779,21.274,21.222,21.876,21.614,21.629,21.445,22.712,20.699,21.107,23.194,21.934,21.817,21.13,21.047,21.743,23.557,21.569,21.569,21.846,21.78,21.153,23.285,21.102,23.532,22.154,22.466,21.505,22.171
1984,10,15.833,15.883,16.047,15.708,16.098,16.267,16.815,16.093,15.258,17.022,16.115,15.268,15.26,16.094,16.14,15.88,15.258,16.964,16.469,17.175,15.258,16.563,17.015,16.386,16.348,16.384,17.009,16.42,16.168,16.754,16.461,16.506,15.706,17.104,17.986,16.487,15.924,17.379,16.866,16.779,16.633,16.473,16.84,15.301,16.102,16.651,17.197,16.457,15.264,15.644,17.078,16.861,15.27,16.436,15.825,16.054
1984,11,8.216,10.251,9.8679,9.6606,9.5229,11.909,9.3056,9.8191,9.5809,11.253,10.02,8.3209,8.3588,10.676,11.683,9.9848,8.2478,8.9586,8.6289,8.2539,8.2103,10.811,9.9538,9.0092,9.6979,10.662,10.844,9.954,8.4638,11.692,11.97,10.469,10.357,9.8097,12.877,8.3616,10.509,11.671,10.087,10.524,9.0717,9.3397,11.576,10.942,8.2116,11.12,9.8691,10.019,10.933,11.71,11.802,8.2479,9.8494,10.268,10.033,10.406
1984,12,5.7915,7.4668,6.5809,5.9147,7.4934,6.1576,5.9042,6.4727,5.5972,5.4514,6.3403,6.1825,7.2322,6.1402,5.5874,6.0759,5.7365,5.3711,6.3879,5.8808,6.7611,6.2939,7.4855,6.2739,5.0502,6.7967,5.6185,6.6825,6.2205,5.362,7.0774,6.1154,5.4398,5.9284,6.5636,5.6418,7.1374,6.1037,7.997,6.4017,5.6371,6.567,7.431,6.4268,6.921,7.0284,7.6449,6.808,5.7498,5.4682,8.5075,6.7381,6.5434,6.563,6.5247,6.585
1985,1,6.1674,4.8907,5.8961,5.9114,7.2867,5.6949,7.1139,6.1373,5.5645,4.7484,5.3035,6.1763,6.1198,6.8181,7.104,5.9764,6.9661,7.8071,6.3938,5.7889,6.3099,6.097,6.1344,6.4996,6.7649,7.3877,6.9547,8.0377,7.3707,5.8877,8.568,7.2816,6.5431,8.1282,6.6028,6.449,7.7452,6.6973,7.9425,7.1583,6.1653,6.5676,8.0642,7.4826,6.8464,7.5478,8.0688,7.249,6.5104,8.1367,5.9286,7.9613,8.6631,8.6006,6.1882,7.427
1985,2,8.5513,7.6558,7.8293,8.2179,8.3059,8.4381,10.41,8.4869,8.2769,7.5958,9.2547,9.3909,9.1921,10.599,9.5676,9.1253,9.2555,9.0091,9.0961,9.608,9.4488,8.9684,9.3483,9.2477,9.6456,9.5495,8.3623,8.8719,9.0853,7.3779,8.7415,8.8049,8.4876,9.0474,8.8559,9.3053,8.9005,8.4538,9.5131,8.9377,7.9904,9.6744,9.0806,11.216,9.1127,10.086,11.025,9.7407,9.8991,8.1611,9.8545,9.067,10.555,8.028,9.9015,9.3522
1985,3,12.422,11.378,11.517,12.938,11.35,12.136,12.044,11.969,12.251,10.968,12.055,11.414,11.402,12.762,11.988,11.834,11.968,10.436,12.244,11.389,11.608,12.384,12.112,11.734,13.164,11.164,12.838,12.349,11.98,11.257,11.454,12.03,11.647,10.869,11.32,12.171,11.931,11.499,10.871,11.473,11.117,10.229,11.303,11.98,11.852,10.928,11.636,11.292,11.533,11.42,12.822,12.35,11.429,10.505,11.371,11.633
1985,4,14.673,14.972,15.697,16.165,14.579,16.289,14.495,15.267,16.133,13.523,16.053,17.685,14.251,14.929,15.525,15.443,15.5,15.132,17.178,15.117,14.588,16.184,15.96,15.665,16.615,15.61,16.168,15.816,16.005,15.756,15.869,15.977,16.371,14.782,15.484,16.061,15.35,14.856,14.59,15.356,15.883,14.791,16.469,16.525,14.387,14.963,15.372,15.484,15.783,13.913,15.365,16.23,15.049,15.217,16.297,15.408
1985,5,19.059,19.34,20.454,20.125,18.984,19.761,20.493,19.745,18.954,19.38,19.311,20.434,18.682,19.702,20.895,19.623,19.345,20.031,21.265,21.236,18.585,20.542,20.183,20.17,19.227,20.879,20.147,20.46,18.588,21.155,20.421,20.125,21.083,18.788,20.735,20.255,19.133,20.646,19.488,20.018,20.696,20.685,20.156,21.574,19.753,19.621,19.295,20.254,19.553,19.05,18.883,22.249,18.853,20.206,18.956,19.679
1985,6,24.164,26.491,25.253,24.924,23.467,24.206,24.582,24.727,24.252,24.45,25.43,23.911,23.486,26.127,24.795,24.636,24.003,22.966,24.166,24.218,23.767,24.445,24.749,24.045,24.541,24.071,24.207,24.128,23.532,24.214,24.482,24.168,23.975,25.578,24.458,24.369,23.907,24.488,24.702,24.497,25.116,23.465,24.881,24.994,23.94,26.013,24.769,24.74,25.549,24.452,25.29,26.215,23.219,24.926,24.737,24.912
1985,7,25.106,25.838,25.39,25.801,25.002,25.26,26.617,25.573,25.004,26.07,25.521,25.593,25.002,26.456,25.404,25.579,25.003,25.501,26.082,26.28,25.002,25.6,26.138,25.658,25.002,26.226,25.85,25.206,25.002,25.278,25.856,25.489,25.002,26.681,25.588,26.282,25.004,26.777,25.065,25.771,25.095,26.716,25.473,26.686,25.168,25.861,25.762,25.823,25.177,25.551,26.066,26.921,25.128,26.51,25.967,25.903
1985,8,24.274,24.029,25.295,24.439,24.29,24.504,25.081,24.559,23.864,25.705,23.405,25.058,23.397,24.129,25.078,24.377,24.35,24.379,23.909,24.172,23.669,24.366,24.764,24.23,23.398,24.972,25.211,24.466,23.397,23.732,23.815,24.142,23.844,23.674,25.092,23.641,23.605,24.73,23.817,24.058,23.402,24.098,24.589,24.815,23.5,24.875,23.398,24.097,23.396,24.462,23.755,24.984,23.397,25.242,23.936,24.167
1985,9,21.684,22.144,21.317,22.725,21.653,22.836,21.309,21.952,21.25,22.608,22.56,22.424,21.699,22.464,23.607,22.373,21.24,23.094,22.284,23.344,21.237,21.574,21.19,21.995,20.826,23.637,20.934,21.646,20.744,21.683,22.86,21.762,20.951,21.511,21.459,21.887,20.745,21.984,22.222,21.537,20.744,21.462,21.592,22.798,20.745,21.392,21.066,21.4,20.747,24.074,20.746,22.296,20.744,23.419,20.989,21.859
1985,10,15.963,16.71,16.642,16.373,16.641,16.813,15.827,16.424,15.925,16.252,15.132,16.301,16.014,15.753,16.231,15.944,15.703,16.248,17.14,15.076,15.169,17.26,16.206,16.115,16.3,16.594,16.49,15.106,15.115,16.311,16.804,16.103,15.821,16.987,16.772,15.825,15.896,16.511,16.77,16.369,15.839,15.586,15.851,16.36,15.141,17.092,16.17,16.006,15.727,15.122,15.881,16.772,15.476,16.346,15.1,15.775
1985,11,8.701,10.64,10.744,9.9194,9.9903,11.748,9.3453,10.155,8.882,9.1028,10.901,8.2014,11.355,11.176,9.2018,9.8313,9.7226,10.08,11.322,9.945,9.2181,9.642,10.347,10.039,9.7715,8.818,12.051,8.383,9.8034,11.376,11.747,10.279,9.1854,10.855,11.807,9.8703,8.6231,10.509,9.7997,10.093,9.7014,9.2344,10.946,9.0179,9.0236,9.7199,9.2548,9.5569,10.101,8.8652,8.964,9.9142,9.5264,9.9222,9.8751,9.5955
1985,12,5.7899,6.9318,7.2336,6.175,5.1572,5.9083,5.6585,6.122,5.5365,6.7283,7.5309,6.6397,6.0163,6.3782,5.9838,6.402,5.4283,6.1229,5.4952,5.628,5.9915,5.9324,6.1,5.8141,5.4728,7.5107,7.7007,6.4947,5.8868,6.1848,5.9566,6.4582,5.7862,5.8721,6.9587,5.8826,6.1734,5.8981,6.7714,6.1918,6.6573,6.8189,7.0199,5.6621,6.1347,6.0858,7.4687,6.5496,6.5525,5.7662,7.3712,6.4011,8.4263,7.1379,6.9932,6.9498
1986,1,6.2658,6.964,7.6502,7.6873,5.362,5.7266,5.2937,6.4214,5.6127,6.1038,7.2151,7.3563,6.5012,6.2119,5.9803,6.4259,6.0506,6.6607,6.5366,5.7791,6.2993,6.0399,7.4577,6.4034,5.9394,5.1383,6.8909,8.3098,6.5361,5.8855,5.6982,6.3426,7.2407,8.4546,6.7294,5.0512,5.4166,5.2883,6.459,6.3771,6.023,6.8233,6.9337,6.5281,6.5193,5.9696,6.0756,6.4104,6.1367,7.493,7.2451,6.0121,6.5372,6.7179,7.0056,6.7354
1986,2,8.744,7.6834,8.8015,9.7227,8.4384,7.2798,8.6626,8.4761,8.4881,9.905,8.2301,8.7807,7.5272,9.0509,8.6159,8.6568,9.1403,7.5694,7.3537,9.2888,9.3703,9.4594,9.1015,8.7548,8.4176,7.8359,8.0042,8.1922,9.0447,9.6074,8.8962,8.5712,8.1346,8.7101,8.2193,10.844,8.9004,8.4953,8.6084,8.8446,9.4517,7.3637,8.5143,7.9415,8.7496,7.3147,8.0218,8.1939,10.29,7.8035,9.0373,8.0066,8.001,8.5846,9.8508,8.7963
1986,3,10.755,11.441,11.257,12.023,11.58,11.278,10.475,11.258,10.812,11.046,10.701,11.806,11.257,10.832,10.505,10.994,10.786,11.037,12.286,11.852,11.243,10.566,10.456,11.175,11.29,11.219,12.318,11.621,11.345,10.32,11.3,11.345,11.915,10.571,11.292,11.187,10.81,12.294,11.798,11.41,12.449,11.011,11.125,11.186,11.638,11.166,11.208,11.398,11.402,10.988,10.657,11.778,11.32,9.6299,10.994,10.967
1986,4,15.652,15.999,16.562,16.408,14.831,15.951,15.187,15.799,15.984,14.747,15.936,16.492,15.249,15.562,15.223,15.599,14.232,15.17,14.572,15.7,14.647,14.39,14.26,14.71,14.973,13.103,15.196,15.664,14.171,13.779,14.357,14.463,15.52,15.324,15.088,15.012,14.268,11.666,14.682,14.509,16.135,15.079,15.235,14.318,15.836,14.77,14.763,15.162,15.988,11.668,15.924,15.255,15.808,14.023,14.939,14.801
1986,5,19.366,18.653,20.985,19.437,19.424,18.701,18.81,19.339,19.951,19.103,20.807,19.073,18.961,20.278,18.865,19.577,20.421,18.941,19.033,19.327,19.637,20.067,18.896,19.475,19.411,18.697,20.371,19.12,20.023,18.869,19.248,19.391,20.213,18.529,19.202,19.69,18.789,19.279,19.116,19.26,20.008,18.656,19.609,20.305,18.946,19.086,18.821,19.347,19.455,18.65,20.064,20.114,18.736,20.146,19.234,19.486
